id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CNOT7EXOSC8	9	7.3695e-09	1.147e-06	9.3e-05	25	9	-2.5194	1.0	1.0	0.999999	4297	0	-2.5194
FIP1L1C17orf85	9	9.658e-09	1.147e-06	9.3e-05	26	9	-1.1132	0.99999	0.99999	0.999999	4205	0	-1.1132
FIP1L1RBM27	9	1.0196e-08	1.147e-06	9.3e-05	27	9	-1.2407	1.0	1.0	0.999999	4252	0	-1.2407
CPSF6SKIV2L2	9	1.0684e-08	1.147e-06	9.3e-05	28	9	-1.9062	1.0	1.0	0.999999	4296	0	-1.9062
CNOT7EXOSC1	9	1.1903e-08	1.147e-06	9.3e-05	29	9	-2.0367	1.0	1.0	0.999999	4295	0	-2.0367
FIP1L1DIS3L	9	1.2318e-08	1.147e-06	9.3e-05	30	9	-1.2521	1.0	1.0	0.999999	4294	0	-1.2521
CNOT7PAF1	9	1.2495e-08	1.147e-06	9.3e-05	31	9	-2.0237	1.0	1.0	0.999999	4293	0	-2.0237
CPSF6ALYREF	9	1.67e-08	1.147e-06	9.3e-05	32	9	-1.6586	1.0	1.0	0.999999	4291	0	-1.6586
CNOT7C17orf85	9	1.8036e-08	1.147e-06	9.3e-05	33	9	-2.4441	1.0	1.0	0.999999	4290	0	-2.4441
CNOT7ZCCHC8	9	1.9705e-08	1.147e-06	9.3e-05	34	9	-1.6498	0.99995	0.99993	0.999999	4053	0	-1.6498
CPSF6EXOSC2	9	2.1363e-08	1.147e-06	9.3e-05	35	9	-2.323	1.0	1.0	0.999999	4288	0	-2.323
CPSF6THOC2	9	2.6336e-08	1.147e-06	9.3e-05	36	9	-2.0604	1.0	1.0	0.999999	4257	0	-2.0604
CPSF6ZC3H18	9	3.2802e-08	1.147e-06	9.3e-05	37	9	-1.5965	0.99999	0.99999	0.999999	4168	0	-1.5965
HNRNPH1RBM27	9	3.3001e-08	1.147e-06	9.3e-05	38	9	-2.1788	1.0	1.0	0.999999	4287	0	-2.1788
HNRNPH1SKIV2L2	9	4.1733e-08	1.147e-06	9.3e-05	39	9	-2.8922	1.0	1.0	0.999999	4285	0	-2.8922
NUDT21SKIV2L2	9	4.5628e-08	1.147e-06	9.3e-05	40	9	-1.8973	1.0	1.0	0.999999	4284	0	-1.8973
CPSF6ZCCHC8	9	5.6071e-08	1.147e-06	9.3e-05	41	9	-1.2901	1.0	1.0	0.999999	4283	0	-1.2901
NCBP1RBM27	9	7.6094e-08	1.147e-06	9.3e-05	42	6	-2.4719	0.86673	0.95739	0.999999	2762	2	-2.4719
controlSF3B1	72	1.1246e-07	1.147e-06	9.3e-05	43	48	-1.2786	0.92808	0.9988	0.999999	2892	22	-1.2786
NUDT21SRRT	9	1.2233e-07	1.147e-06	9.3e-05	44	9	-1.8887	1.0	1.0	0.999999	4281	0	-1.8887
NUDT21RBM27	9	1.3335e-07	1.147e-06	9.3e-05	45	9	-1.2331	1.0	1.0	0.999999	4258	0	-1.2331
HNRNPH1C17orf85	9	1.4231e-07	1.147e-06	9.3e-05	46	9	-2.373	1.0	1.0	0.999999	4280	0	-2.373
NUDT21MDM2	9	1.4787e-07	1.147e-06	9.3e-05	47	9	-1.6526	1.0	1.0	0.999999	4232	0	-1.6526
NCBP1THOC5	9	1.5753e-07	1.147e-06	9.3e-05	48	6	-2.2957	0.99094	0.99272	0.999999	3264	1	-2.2957
CCNCMDM2	9	1.6666e-07	1.147e-06	9.3e-05	49	9	-1.3994	0.99999	0.99999	0.999999	4174	0	-1.3994
CNOT7SRRT	9	1.6932e-07	1.147e-06	9.3e-05	50	9	-2.2261	1.0	1.0	0.999999	4247	0	-2.2261
FIP1L1EXOSC8	9	1.8758e-07	1.147e-06	9.3e-05	51	9	-1.3452	1.0	1.0	0.999999	4279	0	-1.3452
CPSF6C17orf85	9	2.237e-07	1.147e-06	9.3e-05	52	9	-1.4454	1.0	1.0	0.999999	4260	0	-1.4454
CPSF6UPF2	9	2.3488e-07	1.147e-06	9.3e-05	53	9	-1.381	1.0	1.0	0.999999	4277	0	-1.381
NCBP1EXOSC9	9	2.8182e-07	3.441e-06	0.000177	54	6	-1.1701	0.82294	0.93823	0.999999	2638	3	-1.1701
SRSF11RBM27	9	3.162e-07	3.441e-06	0.000177	55	9	-1.27	1.0	1.0	0.999999	4276	0	-1.27
WDR33EXOSC2	9	3.2999e-07	3.441e-06	0.000177	56	9	-1.6779	1.0	1.0	0.999999	4275	0	-1.6779
CNOT7THOC2	9	3.4703e-07	3.441e-06	0.000177	57	9	-1.8435	1.0	1.0	0.999999	4274	0	-1.8435
controlHNRNPC	72	3.5977e-07	1.9499e-05	0.000663	58	48	-0.77997	0.99516	0.99999	0.999999	3364	23	-0.77997
HNRNPH1DIS3L	9	3.6628e-07	3.441e-06	0.000177	59	9	-2.8005	1.0	1.0	0.999999	4273	0	-2.8005
FIP1L1EXOSC1	9	4.0138e-07	3.441e-06	0.000177	60	9	-1.0375	1.0	1.0	0.999999	4272	0	-1.0375
CNOT7PTBP1	9	4.0568e-07	3.441e-06	0.000177	61	9	-2.4386	1.0	1.0	0.999999	4271	0	-2.4386
HNRNPH1THOC2	9	4.1002e-07	3.441e-06	0.000177	62	9	-2.4386	1.0	1.0	0.999999	4270	0	-2.4386
HNRNPH1HNRNPC	9	4.132e-07	3.441e-06	0.000177	63	9	-2.5816	1.0	1.0	0.999999	4269	0	-2.5816
FIP1L1SKIV2L2	9	4.136e-07	3.441e-06	0.000177	64	9	-1.4718	1.0	1.0	0.999999	4268	0	-1.4718
SRSF11PAF1	9	4.3109e-07	3.441e-06	0.000177	65	9	-1.5541	1.0	1.0	0.999999	4267	0	-1.5541
FIP1L1NCBP1	9	4.3609e-07	3.441e-06	0.000177	66	9	-1.5987	1.0	1.0	0.999999	4266	0	-1.5987
CNOT7NCBP1	9	4.969e-07	3.441e-06	0.000177	67	9	-2.1956	1.0	1.0	0.999999	4265	0	-2.1956
NUDT21EXOSC2	9	4.9925e-07	3.441e-06	0.000177	68	9	-1.7859	1.0	1.0	0.999999	4264	0	-1.7859
CPSF6PAF1	9	5.3009e-07	3.441e-06	0.000177	69	9	-1.6996	1.0	1.0	0.999999	4251	0	-1.6996
HNRNPH1MDM2	9	5.3079e-07	3.441e-06	0.000177	70	9	-2.1461	1.0	1.0	0.999999	4263	0	-2.1461
NCBP1EXOSC2	9	5.8186e-07	3.441e-06	0.000177	71	8	-1.7782	0.999	0.99899	0.999999	3628	0	-1.7782
CPSF6THOC5	9	5.9331e-07	3.441e-06	0.000177	72	9	-1.7424	0.99998	0.99998	0.999999	4145	0	-1.7424
CCNCEXOSC8	9	6.0536e-07	3.441e-06	0.000177	73	9	-1.2324	1.0	1.0	0.999999	4262	0	-1.2324
CPSF6RBM27	9	6.062e-07	3.441e-06	0.000177	74	9	-1.3079	1.0	1.0	0.999999	4254	0	-1.3079
CNOT7MDM2	9	6.0816e-07	3.441e-06	0.000177	75	9	-1.7884	1.0	1.0	0.999999	4261	0	-1.7884
FIP1L1EXOSC9	9	6.5614e-07	3.441e-06	0.000177	76	6	-1.2932	0.67495	0.88083	0.999999	2382	2	-1.2932
SRSF11SKIV2L2	9	6.7848e-07	3.441e-06	0.000177	77	9	-1.7946	1.0	1.0	0.999999	4259	0	-1.7946
CNOT7NCBP2	9	7.0404e-07	3.441e-06	0.000177	78	9	-1.6069	0.99996	0.99996	0.999999	4079	0	-1.6069
SRSF11MDM2	9	7.779e-07	3.441e-06	0.000177	79	9	-1.8336	0.9999	0.99988	0.999999	3959	0	-1.8336
HNRNPH1EXOSC4	9	8.1087e-07	3.441e-06	0.000177	80	9	-3.0461	1.0	1.0	0.999999	4256	0	-3.0461
SRSF11EXOSC2	9	8.233e-07	3.441e-06	0.000177	81	9	-1.7062	1.0	1.0	0.999999	4255	0	-1.7062
NCBP1SKIV2L2	9	8.9807e-07	3.441e-06	0.000177	82	8	-2.335	0.99715	0.99706	0.999999	3465	0	-2.335
HNRNPH1ZCCHC8	9	8.9914e-07	3.441e-06	0.000177	83	9	-2.5743	1.0	1.0	0.999999	4253	0	-2.5743
SRSF11NCBP1	9	9.0966e-07	3.441e-06	0.000177	84	9	-2.3483	0.99998	0.99997	0.999999	4128	0	-2.3483
CNOT7EXOSC2	9	9.794e-07	3.441e-06	0.000177	85	9	-2.3184	1.0	1.0	0.999999	4250	0	-2.3184
HNRNPH1BRCA2	9	1.0072e-06	5.735e-06	0.00024	86	9	-2.2388	1.0	1.0	0.999999	4249	0	-2.2388
HNRNPH1ZC3H3	9	1.034e-06	5.735e-06	0.00024	87	9	-2.2086	1.0	1.0	0.999999	4248	0	-2.2086
CNOT7THOC5	9	1.0377e-06	5.735e-06	0.00024	88	9	-1.7191	0.9993	0.99929	0.999999	3685	0	-1.7191
NCBP1PAF1	9	1.1235e-06	5.735e-06	0.00024	89	8	-2.2481	0.99812	0.99805	0.999999	3531	0	-2.2481
HNRNPH1UPF3B	9	1.1414e-06	5.735e-06	0.00024	90	9	-2.4892	1.0	1.0	0.999999	4246	0	-2.4892
CPSF6SMG1	9	1.1505e-06	5.735e-06	0.00024	91	9	-2.0956	0.99999	0.99999	0.999999	4169	0	-2.0956
FIP1L1SMG1	9	1.1601e-06	5.735e-06	0.00024	92	9	-1.9237	0.99996	0.99996	0.999999	4089	0	-1.9237
NUDT21PTBP1	9	1.1613e-06	5.735e-06	0.00024	93	9	-1.7663	1.0	1.0	0.999999	4245	0	-1.7663
CDK12ALYREF	9	1.2289e-06	5.735e-06	0.00024	94	9	-1.2711	1.0	1.0	0.999999	4244	0	-1.2711
NCBP1DIS3L	9	1.2695e-06	5.735e-06	0.00024	95	6	-2.3328	0.99709	0.99699	0.999999	3458	0	-2.3328
WDR33SMG1	9	1.2841e-06	5.735e-06	0.00024	96	9	-2.4898	0.99999	0.99999	0.999999	4181	0	-2.4898
SRSF11SMG1	9	1.3416e-06	5.735e-06	0.00024	97	9	-2.5257	1.0	1.0	0.999999	4243	0	-2.5257
FIP1L1PTBP1	9	1.4125e-06	5.735e-06	0.00024	98	9	-1.4325	1.0	1.0	0.999999	4242	0	-1.4325
SRSF11EXOSC1	9	1.4684e-06	5.735e-06	0.00024	99	9	-2.1476	1.0	1.0	0.999999	4236	0	-2.1476
HNRNPH1SMG7	9	1.4707e-06	5.735e-06	0.00024	100	9	-2.2975	1.0	1.0	0.999999	4241	0	-2.2975
CPSF6EXOSC7	9	1.4743e-06	5.735e-06	0.00024	101	9	-1.7528	0.99999	0.99999	0.999999	4182	0	-1.7528
CPSF6EXOSC1	9	1.5117e-06	5.735e-06	0.00024	102	9	-1.1968	0.99996	0.99996	0.999999	4095	0	-1.1968
HNRNPH1PAF1	9	1.5658e-06	5.735e-06	0.00024	103	9	-2.8758	1.0	0.99999	0.999999	4222	0	-2.8758
SRSF11SRRT	9	1.5675e-06	5.735e-06	0.00024	104	9	-1.6263	1.0	1.0	0.999999	4231	0	-1.6263
SRSF11EXOSC8	9	1.5974e-06	8.0291e-06	0.000327	105	9	-1.3994	1.0	1.0	0.999999	4240	0	-1.3994
CPSF6EXOSC3	9	1.6071e-06	8.0291e-06	0.000327	106	9	-1.417	1.0	1.0	0.999999	4239	0	-1.417
NCBP1MDM2	9	1.6818e-06	8.0291e-06	0.000327	107	8	-2.0414	0.99481	0.9949	0.999999	3356	1	-2.0414
CPSF6PTBP1	9	1.717e-06	1.0323e-05	0.000387	108	9	-1.6879	0.99983	0.99981	0.999999	3902	0	-1.6879
CPSF6NCBP1	9	1.8397e-06	1.0323e-05	0.000387	109	9	-2.3888	0.99999	0.99998	0.999999	4154	0	-2.3888
CNOT7SMG5	9	1.8573e-06	1.0323e-05	0.000387	110	9	-1.3445	1.0	1.0	0.999999	4238	0	-1.3445
NUDT21ZC3H18	9	1.8956e-06	1.0323e-05	0.000387	111	9	-1.9083	1.0	1.0	0.999999	4237	0	-1.9083
CNOT7RBM27	9	1.9112e-06	1.0323e-05	0.000387	112	9	-1.6286	1.0	1.0	0.999999	4227	0	-1.6286
CDK12NCBP1	9	1.9656e-06	1.0323e-05	0.000387	113	9	-2.0494	1.0	1.0	0.999999	4234	0	-2.0494
FIP1L1ZCCHC8	9	2.0588e-06	1.0323e-05	0.000387	114	9	-1.1012	0.99999	0.99999	0.999999	4189	0	-1.1012
PARP2NCBP1	9	2.063e-06	1.0323e-05	0.000387	115	6	-1.9054	0.72601	0.89992	0.999999	2449	3	-1.9054
FIP1L1SMG7	9	2.2231e-06	1.0323e-05	0.000387	116	9	-1.296	0.99999	0.99999	0.999999	4184	0	-1.296
HNRNPH1DCP1A	9	2.33e-06	1.2617e-05	0.000443	117	9	-2.6168	1.0	1.0	0.999999	4235	0	-2.6168
FIP1L1DIS3	9	2.3537e-06	1.2617e-05	0.000443	118	9	-1.5958	1.0	1.0	0.999999	4230	0	-1.5958
REXO2SMG1	9	2.4124e-06	1.2617e-05	0.000443	119	9	-2.0643	1.0	1.0	0.999999	4233	0	-2.0643
WDR33control	72	2.7084e-06	7.685e-05	0.001579	120	47	-0.73418	0.99754	1.0	0.999999	3489	20	-0.73418
CNOT7RBM7	9	2.7544e-06	1.2617e-05	0.000443	121	9	-2.0339	1.0	1.0	0.999999	4229	0	-2.0339
DOT1LSMG1	9	2.7739e-06	1.2617e-05	0.000443	122	9	-1.7375	1.0	1.0	0.999999	4228	0	-1.7375
PAN2SMG1	9	2.9132e-06	1.2617e-05	0.000443	123	9	-1.8792	0.99994	0.99992	0.999999	4027	0	-1.8792
CCNCNCBP1	9	2.9291e-06	1.2617e-05	0.000443	124	9	-2.4639	0.99999	0.99999	0.999999	4183	0	-2.4639
NUDT21DIS3L	9	3.0363e-06	1.2617e-05	0.000443	125	9	-1.5566	1.0	0.99999	0.999999	4226	0	-1.5566
CPSF2NCBP1	9	3.1392e-06	1.4911e-05	0.000515	126	8	-1.9564	0.9834	0.99021	0.999999	3195	1	-1.9564
CDK12EXOSC2	9	3.2089e-06	1.4911e-05	0.000515	127	9	-1.6551	0.99952	0.99952	0.999999	3750	0	-1.6551
SRSF11ZCCHC8	9	3.3316e-06	1.9499e-05	0.000663	128	9	-1.5058	0.99999	0.99999	0.999999	4208	0	-1.5058
CNOT7SF3B1	9	3.6468e-06	2.1793e-05	0.000718	129	9	-2.5507	0.99998	0.99997	0.999999	4130	0	-2.5507
FIP1L1SRRT	9	3.6545e-06	2.1793e-05	0.000718	130	9	-1.1888	0.99999	0.99999	0.999999	4170	0	-1.1888
NUDT21SMG1	9	3.6649e-06	2.1793e-05	0.000718	131	9	-2.4765	1.0	0.99999	0.999999	4225	0	-2.4765
CCNCPTBP1	9	3.7975e-06	2.1793e-05	0.000718	132	9	-1.4102	1.0	0.99999	0.999999	4224	0	-1.4102
NUDT21SF3B1	9	3.9759e-06	2.4087e-05	0.000788	133	9	-1.9028	1.0	0.99999	0.999999	4223	0	-1.9028
CCNCEXOSC2	9	4.2222e-06	2.6381e-05	0.000819	134	9	-2.1162	0.99997	0.99996	0.999999	4111	0	-2.1162
CCNL2SMG1	9	4.3166e-06	2.6381e-05	0.000819	135	9	-2.0684	1.0	0.99999	0.999999	4221	0	-2.0684
HNRNPH1EXOSC1	9	4.5197e-06	2.6381e-05	0.000819	136	9	-2.4999	0.99999	0.99999	0.999999	4177	0	-2.4999
CNOT7ALYREF	9	4.54e-06	2.6381e-05	0.000819	137	9	-1.7569	1.0	0.99999	0.999999	4220	0	-1.7569
CNOT7UPF3B	9	4.5878e-06	2.6381e-05	0.000819	138	9	-1.8269	0.99999	0.99999	0.999999	4198	0	-1.8269
FIP1L1EXOSC2	9	4.6292e-06	2.6381e-05	0.000819	139	9	-1.7528	0.99999	0.99999	0.999999	4214	0	-1.7528
DBR1PABPN1	9	4.7316e-06	2.6381e-05	0.000819	140	9	-3.1531	1.0	0.99999	0.999999	4219	0	-3.1531
CDK12MDM2	9	4.8549e-06	2.8675e-05	0.000842	141	9	-1.3467	1.0	0.99999	0.999999	4218	0	-1.3467
CPSF6SF3B1	9	4.9195e-06	2.8675e-05	0.000842	142	9	-1.8134	1.0	0.99999	0.999999	4217	0	-1.8134
FIP1L1UPF2	9	5.0292e-06	2.8675e-05	0.000842	143	9	-1.3177	0.99962	0.99963	0.999999	3793	0	-1.3177
PARNNCBP1	9	5.0543e-06	2.8675e-05	0.000842	144	7	-2.0235	0.96002	0.9838	0.999999	3074	1	-2.0235
NUDT21RBM7	9	5.1178e-06	2.8675e-05	0.000842	145	9	-1.4945	0.99999	0.99999	0.999999	4216	0	-1.4945
CPSF4SMG1	9	5.1411e-06	2.8675e-05	0.000842	146	9	-2.0593	0.99959	0.99961	0.999999	3780	0	-2.0593
NUDT21THOC2	9	5.3505e-06	2.8675e-05	0.000842	147	9	-1.4805	0.9999	0.99989	0.999999	3970	0	-1.4805
WDR33EXOSC9	9	5.3995e-06	2.8675e-05	0.000842	148	5	-0.11306	0.11636	0.33445	0.999999	1330	2	-0.11306
CPSF6RBM7	9	5.4206e-06	3.0969e-05	0.000868	149	9	-1.5208	0.99999	0.99999	0.999999	4215	0	-1.5208
CDK12PARP1	9	5.4442e-06	3.0969e-05	0.000868	150	9	-1.3124	0.99999	0.99999	0.999999	4213	0	-1.3124
SRSF11ZC3H18	9	5.4597e-06	3.0969e-05	0.000868	151	9	-1.3779	0.99996	0.99996	0.999999	4084	0	-1.3779
HNRNPH1EXOSC2	9	5.4958e-06	3.0969e-05	0.000868	152	9	-2.7808	0.99999	0.99999	0.999999	4212	0	-2.7808
HNRNPH1EXOSC8	9	5.4965e-06	3.0969e-05	0.000868	153	9	-2.2786	0.99999	0.99998	0.999999	4155	0	-2.2786
HNRNPH1RBM7	9	5.5679e-06	3.0969e-05	0.000868	154	9	-2.8404	0.99999	0.99999	0.999999	4211	0	-2.8404
CNOT7IWS1	9	5.6204e-06	3.0969e-05	0.000868	155	9	-1.9659	0.99999	0.99999	0.999999	4210	0	-1.9659
CNOT7ZC3H18	9	5.6857e-06	3.3263e-05	0.000914	156	9	-1.5392	0.99999	0.99999	0.999999	4209	0	-1.5392
HNRNPH1EXOSC3	9	5.8046e-06	3.3263e-05	0.000914	157	9	-2.3044	0.99997	0.99997	0.999999	4124	0	-2.3044
FIP1L1RBM7	9	5.8562e-06	3.3263e-05	0.000914	158	9	-1.5532	0.99999	0.99999	0.999999	4207	0	-1.5532
C17orf85PABPN1	9	5.8773e-06	3.5557e-05	0.000965	159	9	-1.7759	0.99999	0.99999	0.999999	4206	0	-1.7759
NCBP1ZC3H3	9	6.021e-06	3.5557e-05	0.000965	160	7	-2.2557	0.76228	0.91387	0.999999	2507	2	-2.2557
WDR33EXOSC8	9	6.1797e-06	3.7851e-05	0.001002	161	9	-1.1201	0.99999	0.99999	0.999999	4204	0	-1.1201
WDR33NCBP1	9	6.3395e-06	3.7851e-05	0.001002	162	8	-2.2139	0.97667	0.98872	0.999999	3164	1	-2.2139
CNOT7PARP1	9	6.3542e-06	3.7851e-05	0.001002	163	9	-2.1004	0.99999	0.99999	0.999999	4203	0	-2.1004
CDK12SMG1	9	6.3905e-06	3.7851e-05	0.001002	164	9	-2.0094	0.99999	0.99999	0.999999	4202	0	-2.0094
CPSF2PABPN1	9	6.4408e-06	4.0145e-05	0.001038	165	9	-2.58	0.99999	0.99999	0.999999	4201	0	-2.58
NUDT21EXOSC1	9	6.4517e-06	4.0145e-05	0.001038	166	9	-1.7431	0.99998	0.99998	0.999999	4153	0	-1.7431
CPSF6SMG7	9	6.4545e-06	4.0145e-05	0.001038	167	9	-1.473	0.99999	0.99999	0.999999	4200	0	-1.473
FIP1L1DCP1A	9	6.702e-06	4.0145e-05	0.001038	168	9	-0.95049	0.99999	0.99999	0.999999	4199	0	-0.95049
NUDT21EXOSC8	9	6.9784e-06	4.2439e-05	0.001065	169	9	-1.4345	0.99998	0.99997	0.999999	4140	0	-1.4345
CDK13TRA2B	9	7.1066e-06	4.2439e-05	0.001065	170	9	-1.7765	0.99999	0.99999	0.999999	4196	0	-1.7765
NCBP1EXOSC1	9	7.1733e-06	4.2439e-05	0.001065	171	7	-1.9836	0.95392	0.98127	0.999999	3038	2	-1.9836
CNOT7ZFC3H1	9	7.1972e-06	4.2439e-05	0.001065	172	9	-2.2848	0.99999	0.99999	0.999999	4195	0	-2.2848
CDK19NCBP1	9	7.2298e-06	4.2439e-05	0.001065	173	6	-2.3024	0.452	0.74074	0.999999	2001	3	-2.3024
WDR33HNRNPC	9	7.4742e-06	4.9321e-05	0.001209	174	7	-1.5911	0.99588	0.99576	0.999999	3396	1	-1.5911
FIP1L1PAF1	9	7.5065e-06	4.9321e-05	0.001209	175	9	-1.1041	0.99999	0.99999	0.999999	4194	0	-1.1041
NCBP1SMG1	9	7.5127e-06	4.9321e-05	0.001209	176	9	-2.655	0.99997	0.99997	0.999999	4116	0	-2.655
NCBP1ZCCHC8	9	7.8279e-06	4.9321e-05	0.001209	177	6	-2.0143	0.83742	0.94444	0.999999	2666	3	-2.0143
HNRNPH1NCBP1	9	7.9704e-06	5.1615e-05	0.001217	178	9	-3.0732	0.99999	0.99999	0.999999	4193	0	-3.0732
HNRNPH1PARP1	9	8.0204e-06	5.1615e-05	0.001217	179	9	-3.2105	0.99999	0.99999	0.999999	4192	0	-3.2105
HNRNPH1SRSF1	9	8.0371e-06	5.1615e-05	0.001217	180	9	-2.3422	0.99999	0.99999	0.999999	4191	0	-2.3422
WDR33EXOSC1	9	8.0483e-06	5.1615e-05	0.001217	181	7	-1.309	0.96765	0.98722	0.999999	3133	1	-1.309
CNOT7EXOSC3	9	8.0683e-06	5.1615e-05	0.001217	182	9	-1.5486	0.99994	0.99992	0.999999	4035	0	-1.5486
SMN1EXOSC1	9	8.1156e-06	5.1615e-05	0.001217	183	9	-0.8693	0.99999	0.99999	0.999999	4190	0	-0.8693
FAM103A1NCBP1	9	8.4953e-06	5.1615e-05	0.001217	184	6	-2.3909	0.95124	0.98027	0.999999	3018	2	-2.3909
SMN1EXOSC8	9	8.6365e-06	5.3909e-05	0.001244	185	9	-1.2456	0.99999	0.99999	0.999999	4188	0	-1.2456
CPSF3SMG1	9	8.8288e-06	5.3909e-05	0.001244	186	9	-1.9853	0.99999	0.99999	0.999999	4187	0	-1.9853
RNASEH2CTRA2B	9	8.8713e-06	5.3909e-05	0.001244	187	9	-1.6366	0.99999	0.99999	0.999999	4186	0	-1.6366
SRSF11PTBP1	9	8.908e-06	5.3909e-05	0.001244	188	9	-1.5621	0.99999	0.99999	0.999999	4185	0	-1.5621
CDK12PTBP1	9	9.2058e-06	5.6203e-05	0.001283	189	9	-1.4031	0.99999	0.99999	0.999999	4180	0	-1.4031
FIP1L1ALYREF	9	9.4166e-06	5.6203e-05	0.001283	190	9	-1.4469	0.99999	0.99998	0.999999	4156	0	-1.4469
CNOT7U2AF2	9	9.5255e-06	5.8498e-05	0.001322	191	9	-2.7337	0.99999	0.99999	0.999999	4179	0	-2.7337
FIP1L1PARP1	9	9.6298e-06	5.8498e-05	0.001322	192	9	-1.3179	0.99999	0.99999	0.999999	4178	0	-1.3179
PAN3SMG1	9	1.0139e-05	6.0792e-05	0.001339	193	9	-1.8189	0.99999	0.99999	0.999999	4176	0	-1.8189
CPSF6ZFC3H1	9	1.0146e-05	6.0792e-05	0.001339	194	9	-1.7337	0.99999	0.99999	0.999999	4175	0	-1.7337
RNASEH2CNCBP1	9	1.0249e-05	6.0792e-05	0.001339	195	6	-1.3602	0.68586	0.88488	0.999999	2398	3	-1.3602
ERI1SMG1	9	1.0333e-05	6.0792e-05	0.001339	196	9	-1.4798	0.99999	0.99999	0.999999	4173	0	-1.4798
FIP1L1EXOSC3	9	1.0354e-05	6.0792e-05	0.001339	197	9	-1.055	0.99999	0.99999	0.999999	4172	0	-1.055
NCBP1PABPN1	9	1.0759e-05	6.3086e-05	0.001375	198	9	-2.3636	0.99999	0.99999	0.999999	4171	0	-2.3636
NCBP1SMG5	9	1.077e-05	6.3086e-05	0.001375	199	7	-1.862	0.93078	0.97371	0.999999	2900	2	-1.862
WDR33MDM2	9	1.1339e-05	6.9968e-05	0.001517	200	8	-1.2311	0.90109	0.96552	0.999999	2820	1	-1.2311
NCBP1DCP1A	9	1.1349e-05	7.1115e-05	0.001535	201	6	-2.2552	0.94022	0.97658	0.999999	2947	2	-2.2552
