id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SRSF11HNRNPC	9	2.2741e-06	1.0323e-05	0.000362	123	9	-1.1012	0.99998	0.99997	0.999999	4124	0	-1.1012
SRSF11EXOSC8	9	2.3613e-06	1.2617e-05	0.000419	124	9	-1.0869	0.99999	0.99999	0.999999	4193	0	-1.0869
PAPOLATRA2B	9	2.4554e-06	1.2617e-05	0.000419	125	9	-1.8197	1.0	1.0	0.999999	4241	0	-1.8197
NUDT21ZFC3H1	9	2.4749e-06	1.2617e-05	0.000419	126	9	-1.372	1.0	1.0	0.999999	4240	0	-1.372
FIP1L1PABPN1	9	2.6093e-06	1.2617e-05	0.000419	127	9	-2.4681	1.0	1.0	0.999999	4239	0	-2.4681
CPSF6SF3B1	9	2.7661e-06	1.2617e-05	0.000419	128	9	-1.9185	0.99999	0.99999	0.999999	4210	0	-1.9185
HNRNPH1SMG6	9	2.8529e-06	1.2617e-05	0.000419	129	9	-1.8255	1.0	1.0	0.999999	4238	0	-1.8255
NCBP1ZCCHC8	9	2.9744e-06	1.2617e-05	0.000419	130	6	-1.7162	0.97628	0.98779	0.999999	3208	1	-1.7162
NUDT21ALYREF	9	3.0404e-06	1.3764e-05	0.000453	131	9	-1.1105	1.0	1.0	0.999999	4237	0	-1.1105
NUDT21MDM2	9	3.0493e-06	1.4911e-05	0.00047	132	9	-1.2131	0.99998	0.99998	0.999999	4136	0	-1.2131
HNRNPH1SRRT	9	3.0623e-06	1.4911e-05	0.00047	133	9	-2.152	1.0	0.99999	0.999999	4228	0	-2.152
FIP1L1SRRT	9	3.0973e-06	1.4911e-05	0.00047	134	9	-0.79778	1.0	0.99999	0.999999	4236	0	-0.79778
CNOT7SRSF1	9	3.1245e-06	1.4911e-05	0.00047	135	8	-1.8605	0.99947	0.99949	0.999999	3760	0	-1.8605
SMN1EXOSC1	9	3.1262e-06	1.4911e-05	0.00047	136	9	-0.80856	1.0	0.99999	0.999999	4235	0	-0.80856
CDK8NCBP1	9	3.1392e-06	1.4911e-05	0.00047	137	6	-2.0759	0.77229	0.91603	0.999999	2611	3	-2.0759
NCBP1PARP1	9	3.2463e-06	1.7205e-05	0.000538	138	7	-1.9089	0.95518	0.98152	0.999999	3113	1	-1.9089
CNOT7ZCCHC8	9	3.2889e-06	1.9499e-05	0.000589	139	9	-0.89569	1.0	0.99999	0.999999	4234	0	-0.89569
HNRNPH1UPF1	9	3.3305e-06	1.9499e-05	0.000589	140	9	-1.9399	0.99999	0.99998	0.999999	4154	0	-1.9399
CCNL1TRA2B	9	3.4016e-06	1.9499e-05	0.000589	141	9	-1.4949	1.0	0.99999	0.999999	4232	0	-1.4949
HNRNPH1ALYREF	9	3.4168e-06	1.9499e-05	0.000589	142	9	-2.0054	0.99988	0.99987	0.999999	3924	0	-2.0054
CPSF4SMG1	9	3.4558e-06	1.9499e-05	0.000589	143	7	-1.8003	0.99837	0.99831	0.999999	3613	0	-1.8003
NCBP1HNRNPC	9	3.491e-06	2.1793e-05	0.000627	144	8	-1.6126	0.99862	0.99862	0.999999	3632	0	-1.6126
CDK12SMG1	9	3.5122e-06	2.1793e-05	0.000627	145	9	-1.8315	0.99999	0.99999	0.999999	4191	0	-1.8315
NCBP1SMG5	9	3.5743e-06	2.1793e-05	0.000627	146	7	-1.9895	0.99584	0.99571	0.999999	3466	1	-1.9895
CNOT7UPF3B	9	3.6125e-06	2.1793e-05	0.000627	147	9	-1.164	1.0	0.99999	0.999999	4231	0	-1.164
NCBP1ZC3H18	9	3.686e-06	2.1793e-05	0.000627	148	6	-1.7777	0.92422	0.97067	0.999999	2983	2	-1.7777
NUDT21SF3B1	9	3.6913e-06	2.1793e-05	0.000627	149	9	-1.6128	1.0	0.99999	0.999999	4230	0	-1.6128
SRSF11SMG1	9	3.7781e-06	2.1793e-05	0.000627	150	9	-2.2363	0.99992	0.99992	0.999999	3982	0	-2.2363
CCNCcontrol	72	3.8324e-06	0.00010208	0.001777	151	49	-0.27298	0.99232	0.99997	0.999999	3358	12	-0.27298
PARNNCBP1	9	3.8746e-06	2.294e-05	0.000656	152	6	-1.8389	0.93298	0.97351	0.999999	3006	1	-1.8389
ELAC2PABPN1	9	4.1154e-06	2.4087e-05	0.000684	153	9	-1.8807	1.0	0.99999	0.999999	4229	0	-1.8807
SRSF11PABPN1	9	4.1618e-06	2.6381e-05	0.000721	154	9	-1.9308	1.0	0.99999	0.999999	4227	0	-1.9308
CPSF1EXOSC2	9	4.3488e-06	2.6381e-05	0.000721	155	9	-1.2128	1.0	0.99999	0.999999	4225	0	-1.2128
PAN2TRA2B	9	4.4369e-06	2.6381e-05	0.000721	156	9	-1.41	1.0	0.99999	0.999999	4224	0	-1.41
CPSF6SMG7	9	4.4633e-06	2.6381e-05	0.000721	157	9	-1.0558	1.0	0.99999	0.999999	4223	0	-1.0558
HNRNPH1TRA2B	9	4.6042e-06	2.6381e-05	0.000721	158	9	-2.2971	1.0	0.99999	0.999999	4222	0	-2.2971
CDK11BSMG1	9	4.755e-06	2.6381e-05	0.000721	159	8	-1.5388	0.99812	0.99805	0.999999	3594	0	-1.5388
CCNKPABPN1	9	4.8123e-06	2.8675e-05	0.000755	160	9	-1.9657	1.0	0.99999	0.999999	4221	0	-1.9657
FIP1L1ZCCHC8	9	4.83e-06	2.8675e-05	0.000755	161	9	-0.65814	1.0	0.99999	0.999999	4220	0	-0.65814
FIP1L1DIS3L	9	4.8465e-06	2.8675e-05	0.000755	162	9	-0.76382	0.9999	0.99988	0.999999	3938	0	-0.76382
CDK11BPABPN1	9	4.8549e-06	2.8675e-05	0.000755	163	9	-1.3629	1.0	0.99999	0.999999	4219	0	-1.3629
NUDT21THOC2	9	5.159e-06	2.8675e-05	0.000755	164	9	-1.1761	0.99999	0.99999	0.999999	4217	0	-1.1761
CNOT7SF3B1	9	5.1777e-06	2.8675e-05	0.000755	165	9	-1.8802	0.99997	0.99996	0.999999	4091	0	-1.8802
NCBP1ALYREF	9	5.4701e-06	3.0969e-05	0.0008	166	6	-1.9291	0.92715	0.97155	0.999999	2987	1	-1.9291
FIP1L1C17orf85	9	5.5197e-06	3.0969e-05	0.0008	167	9	-0.60111	0.99999	0.99999	0.999999	4216	0	-0.60111
CPSF6THOC5	9	5.5784e-06	3.0969e-05	0.0008	168	9	-1.2148	0.99999	0.99999	0.999999	4173	0	-1.2148
SRSF11PARP1	9	5.6489e-06	3.3263e-05	0.000844	169	9	-1.4303	0.99999	0.99999	0.999999	4215	0	-1.4303
FIP1L1RBM27	9	5.7112e-06	3.3263e-05	0.000844	170	9	-0.67664	0.99999	0.99999	0.999999	4182	0	-0.67664
HNRNPH1HNRNPA1	9	5.7228e-06	3.3263e-05	0.000844	171	9	-2.1755	0.99999	0.99999	0.999999	4214	0	-2.1755
SYMPKEXOSC2	9	5.9027e-06	3.5557e-05	0.000877	172	9	-1.288	0.99999	0.99999	0.999999	4213	0	-1.288
HNRNPH1NCBP1	9	6.0139e-06	3.5557e-05	0.000877	173	9	-1.896	0.99999	0.99999	0.999999	4212	0	-1.896
CPSF6HNRNPA1	9	6.0528e-06	3.5557e-05	0.000877	174	9	-1.5765	0.99999	0.99999	0.999999	4211	0	-1.5765
SRSF11MDM2	9	6.1114e-06	3.5557e-05	0.000877	175	8	-1.1976	0.99587	0.99573	0.999999	3470	0	-1.1976
FIP1L1SMG1	9	6.1461e-06	3.5557e-05	0.000877	176	9	-1.6172	0.99998	0.99998	0.999999	4138	0	-1.6172
CPSF3SMG1	9	6.2253e-06	3.7851e-05	0.000918	177	9	-1.7346	0.99969	0.99969	0.999999	3818	0	-1.7346
CNOT7NCBP2	9	6.3136e-06	3.7851e-05	0.000918	178	9	-0.96413	0.99999	0.99999	0.999999	4209	0	-0.96413
CCNCSMG1	9	6.3361e-06	3.7851e-05	0.000918	179	9	-1.4821	0.99999	0.99999	0.999999	4208	0	-1.4821
CSTF2TPABPN1	9	6.4088e-06	4.0145e-05	0.000942	180	9	-1.5941	0.99999	0.99999	0.999999	4207	0	-1.5941
ELAC2SMG1	9	6.4211e-06	4.0145e-05	0.000942	181	8	-1.4861	0.99312	0.99365	0.999999	3376	1	-1.4861
SMN1SRRT	9	6.4775e-06	4.0145e-05	0.000942	182	9	-0.78408	0.99999	0.99999	0.999999	4206	0	-0.78408
NCBP1THOC5	9	6.6442e-06	4.0145e-05	0.000942	183	7	-1.7169	0.86849	0.95611	0.999999	2863	1	-1.7169
FIP1L1SKIV2L2	9	6.7258e-06	4.0145e-05	0.000942	184	9	-0.82943	0.99999	0.99999	0.999999	4205	0	-0.82943
CPSF6PABPN1	9	6.7354e-06	4.0145e-05	0.000942	185	9	-2.1136	0.99999	0.99999	0.999999	4204	0	-2.1136
HNRNPH1EXOSC5	9	6.8169e-06	4.2439e-05	0.000959	186	9	-2.227	0.99999	0.99999	0.999999	4203	0	-2.227
PAN2NCBP1	9	6.8299e-06	4.2439e-05	0.000959	187	6	-2.0477	0.77288	0.91623	0.999999	2614	3	-2.0477
CDK13TRA2B	9	6.8701e-06	4.2439e-05	0.000959	188	9	-1.4874	0.99999	0.99999	0.999999	4202	0	-1.4874
WDR33TRA2B	9	6.8944e-06	4.2439e-05	0.000959	189	9	-1.6727	0.99999	0.99999	0.999999	4201	0	-1.6727
NUDT21TRA2B	9	6.9924e-06	4.2439e-05	0.000959	190	9	-1.4813	0.99999	0.99999	0.999999	4200	0	-1.4813
PARNTRA2B	9	7.177e-06	4.2439e-05	0.000959	191	9	-1.6965	0.99999	0.99999	0.999999	4199	0	-1.6965
FIP1L1THOC5	9	7.2023e-06	4.2439e-05	0.000959	192	9	-0.79885	0.99999	0.99999	0.999999	4198	0	-0.79885
C17orf85PABPN1	9	7.4594e-06	4.9321e-05	0.001092	193	9	-1.7395	0.99999	0.99999	0.999999	4197	0	-1.7395
HNRNPH1NCBP2	9	7.5459e-06	4.9321e-05	0.001092	194	9	-1.4444	0.99997	0.99997	0.999999	4104	0	-1.4444
SRSF11SKIV2L2	9	7.6655e-06	4.9321e-05	0.001092	195	9	-1.0922	0.99999	0.99999	0.999999	4196	0	-1.0922
ZRSR2TRA2B	9	7.6923e-06	4.9321e-05	0.001092	196	9	-1.497	0.99999	0.99999	0.999999	4195	0	-1.497
HNRNPH1EXOSC6	9	7.9538e-06	5.1615e-05	0.001108	197	9	-2.2964	0.99999	0.99999	0.999999	4194	0	-2.2964
SRSF11UPF2	9	8.1156e-06	5.1615e-05	0.001108	198	9	-0.97523	0.99999	0.99999	0.999999	4192	0	-0.97523
ZRSR2NCBP1	9	8.2201e-06	5.1615e-05	0.001108	199	6	-1.7843	0.1643	0.42398	0.999999	1532	3	-1.7843
CDK12HNRNPA1	9	8.3436e-06	5.1615e-05	0.001108	200	9	-1.3085	0.99999	0.99999	0.999999	4190	0	-1.3085
