id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CPSF6SRRT	9	6.4756e-09	1.147e-06	9.9e-05	30	9	-0.86449	1.0	1.0	0.999999	4293	0	-0.86449
FIP1L1MDM2	9	7.835e-09	1.147e-06	9.9e-05	31	9	-1.1928	1.0	1.0	0.999999	4257	0	-1.1928
SYMPKcontrol	72	8.4899e-09	1.147e-06	9.9e-05	32	55	-0.49121	1.0	1.0	0.999999	4304	7	-0.49121
FIP1L1SRRT	9	2.4667e-08	1.147e-06	9.9e-05	33	9	-0.91139	1.0	1.0	0.999999	4290	0	-0.91139
FIP1L1THOC5	9	4.4279e-08	1.147e-06	9.9e-05	34	9	-1.1188	0.99981	0.9998	0.999999	4020	0	-1.1188
CPSF1C17orf85	9	6.0548e-08	1.147e-06	9.9e-05	35	9	-1.2477	1.0	1.0	0.999999	4288	0	-1.2477
WDR33control	72	6.6464e-08	1.147e-06	9.9e-05	36	53	-0.56383	1.0	1.0	0.999999	4277	10	-0.56383
RNGTTcontrol	72	6.8117e-08	1.147e-06	9.9e-05	37	48	-0.53382	0.1885	0.65554	0.999999	1624	23	-0.53382
controlHNRNPA1	72	7.1335e-08	1.147e-06	9.9e-05	38	53	-0.48522	1.0	1.0	0.999999	4292	8	-0.48522
CPSF1EXOSC1	9	8.3521e-08	1.147e-06	9.9e-05	39	9	-1.0472	1.0	1.0	0.999999	4278	0	-1.0472
CDK12ZC3H3	9	8.7751e-08	1.147e-06	9.9e-05	40	6	-0.60134	0.90993	0.96526	0.999999	2784	1	-0.60134
FIP1L1SMG5	9	1.0828e-07	1.147e-06	9.9e-05	41	9	-1.1133	1.0	1.0	0.999999	4271	0	-1.1133
FIP1L1DIS3L	9	1.0947e-07	1.147e-06	9.9e-05	42	9	-1.349	1.0	1.0	0.999999	4285	0	-1.349
FIP1L1EXOSC8	9	1.3275e-07	1.147e-06	9.9e-05	43	8	-0.89227	0.99935	0.99935	0.999999	3830	0	-0.89227
FIP1L1HNRNPC	9	1.3506e-07	1.147e-06	9.9e-05	44	9	-0.87297	1.0	1.0	0.999999	4286	0	-0.87297
controlHNRNPC	72	1.4713e-07	5.735e-06	0.000349	45	53	-0.39715	0.99999	1.0	0.999999	4213	10	-0.39715
SMN1EXOSC8	9	1.7363e-07	1.147e-06	9.9e-05	46	9	-0.81734	1.0	1.0	0.999999	4284	0	-0.81734
controlTRA2B	72	1.8973e-07	8.0291e-06	0.000475	47	53	-0.33276	1.0	1.0	0.999999	4296	8	-0.33276
AQRTHOC2	9	2.299e-07	1.147e-06	9.9e-05	48	9	-1.2148	0.99986	0.99985	0.999999	4055	0	-1.2148
FIP1L1BRCA2	9	2.3947e-07	1.147e-06	9.9e-05	49	9	-0.80515	0.99999	0.99998	0.999999	4218	0	-0.80515
CPSF1EXOSC8	9	2.5383e-07	1.147e-06	9.9e-05	50	9	-1.0665	0.99999	0.99999	0.999999	4223	0	-1.0665
FIP1L1ZC3H18	9	2.5956e-07	1.147e-06	9.9e-05	51	9	-1.0159	0.99997	0.99996	0.999999	4184	0	-1.0159
CPSF1BRCA2	9	2.6069e-07	1.147e-06	9.9e-05	52	9	-0.98288	1.0	1.0	0.999999	4282	0	-0.98288
CDK11BTHOC5	9	2.6469e-07	2.294e-06	0.000194	53	9	-0.9729	1.0	1.0	0.999999	4281	0	-0.9729
CCNL2EXOSC8	9	2.8267e-07	3.441e-06	0.000225	54	9	-0.67975	1.0	1.0	0.999999	4279	0	-0.67975
FIP1L1SF3B1	9	3.5455e-07	3.441e-06	0.000225	55	9	-1.1006	1.0	1.0	0.999999	4274	0	-1.1006
NUDT21RBM27	9	4.0294e-07	3.441e-06	0.000225	56	9	-0.7789	1.0	1.0	0.999999	4276	0	-0.7789
CPSF1THOC5	9	4.1006e-07	3.441e-06	0.000225	57	9	-1.1674	0.99954	0.99955	0.999999	3895	0	-1.1674
CPSF1DIS3L	9	4.2122e-07	3.441e-06	0.000225	58	9	-1.0818	0.9997	0.9997	0.999999	3962	0	-1.0818
CPSF2MDM2	9	4.7208e-07	3.441e-06	0.000225	59	9	-0.96595	1.0	1.0	0.999999	4275	0	-0.96595
CPSF1SRSF1	9	5.0974e-07	3.441e-06	0.000225	60	9	-1.0585	1.0	1.0	0.999999	4273	0	-1.0585
FIP1L1PAF1	9	5.6566e-07	3.441e-06	0.000225	61	9	-1.0274	1.0	1.0	0.999999	4272	0	-1.0274
CPSF1PAF1	9	6.5408e-07	3.441e-06	0.000225	62	9	-1.1818	1.0	1.0	0.999999	4270	0	-1.1818
NUDT21PAF1	9	6.6435e-07	3.441e-06	0.000225	63	9	-1.0865	1.0	1.0	0.999999	4269	0	-1.0865
NUDT21SKIV2L2	9	7.2861e-07	3.441e-06	0.000225	64	8	-1.026	0.99503	0.99493	0.999999	3387	1	-1.026
AQRSRRT	9	7.4104e-07	3.441e-06	0.000225	65	9	-0.96252	1.0	1.0	0.999999	4266	0	-0.96252
NUDT21ZFC3H1	9	7.8086e-07	3.441e-06	0.000225	66	9	-1.465	1.0	1.0	0.999999	4265	0	-1.465
CPSF1RBM27	9	8.9151e-07	3.441e-06	0.000225	67	9	-0.95285	1.0	1.0	0.999999	4262	0	-0.95285
PAPOLAHNRNPC	9	9.5057e-07	3.441e-06	0.000225	68	9	-0.90738	1.0	1.0	0.999999	4264	0	-0.90738
CD81THOC5	9	1.0599e-06	5.735e-06	0.000349	69	3	0.1475	0.24117	0.52377	0.999999	1714	4	0.1475
FIP1L1SKIV2L2	9	1.1122e-06	5.735e-06	0.000349	70	9	-1.1326	1.0	1.0	0.999999	4263	0	-1.1326
CPSF1ALYREF	9	1.1928e-06	5.735e-06	0.000349	71	9	-1.2234	1.0	1.0	0.999999	4261	0	-1.2234
CNOT7EXOSC8	9	1.483e-06	5.735e-06	0.000349	72	9	-0.77338	1.0	1.0	0.999999	4260	0	-0.77338
CPSF2EXOSC1	9	1.616e-06	8.0291e-06	0.000475	73	9	-0.9907	1.0	1.0	0.999999	4259	0	-0.9907
FIP1L1ALYREF	9	1.7079e-06	1.0323e-05	0.000518	74	9	-1.2552	0.99947	0.99949	0.999999	3873	0	-1.2552
NUDT21EXOSC1	9	1.7552e-06	1.0323e-05	0.000518	75	9	-0.93054	1.0	1.0	0.999999	4258	0	-0.93054
WDR33THOC2	9	1.8013e-06	1.0323e-05	0.000518	76	8	-1.0014	0.99717	0.99707	0.999999	3502	0	-1.0014
FIP1L1UPF3B	9	1.8169e-06	1.0323e-05	0.000518	77	9	-1.0222	0.99953	0.99954	0.999999	3893	0	-1.0222
FIP1L1IWS1	9	1.8478e-06	1.0323e-05	0.000518	78	9	-1.1318	0.99996	0.99995	0.999999	4159	0	-1.1318
CPSF1SF3B1	9	1.9425e-06	1.0323e-05	0.000518	79	9	-1.5007	1.0	1.0	0.999999	4256	0	-1.5007
CPSF2SRRT	9	1.9711e-06	1.0323e-05	0.000518	80	9	-1.0227	1.0	1.0	0.999999	4255	0	-1.0227
CPSF1ZC3H18	9	2.0098e-06	1.0323e-05	0.000518	81	9	-0.96375	1.0	1.0	0.999999	4254	0	-0.96375
FIP1L1SMG7	9	2.0464e-06	1.0323e-05	0.000518	82	9	-0.91494	0.99999	0.99998	0.999999	4221	0	-0.91494
NCBP1BRCA2	9	2.063e-06	1.0323e-05	0.000518	83	6	-1.0412	0.79596	0.92487	0.999999	2532	3	-1.0412
WDR33MDM2	9	2.1614e-06	1.0323e-05	0.000518	84	8	-1.0942	0.99892	0.9989	0.999999	3733	0	-1.0942
FIP1L1NCBP1	9	2.2138e-06	1.0323e-05	0.000518	85	9	-1.2623	1.0	1.0	0.999999	4253	0	-1.2623
CPSF1EXOSC4	9	2.255e-06	1.0323e-05	0.000518	86	9	-1.5044	1.0	1.0	0.999999	4252	0	-1.5044
PARP2NCBP1	9	2.4272e-06	1.2617e-05	0.000573	87	6	-1.404	0.77494	0.91587	0.999999	2492	3	-1.404
CPSF1SMG6	9	2.4988e-06	1.2617e-05	0.000573	88	9	-1.1967	1.0	0.99999	0.999999	4246	0	-1.1967
CPSF1UPF3B	9	2.5084e-06	1.2617e-05	0.000573	89	9	-1.1957	1.0	1.0	0.999999	4251	0	-1.1957
PAPOLAEXOSC2	9	2.6361e-06	1.2617e-05	0.000573	90	9	-0.76948	1.0	1.0	0.999999	4250	0	-0.76948
CPSF2TRA2B	9	2.748e-06	1.2617e-05	0.000573	91	9	-0.93002	1.0	1.0	0.999999	4249	0	-0.93002
FIP1L1SMG1	9	2.798e-06	1.2617e-05	0.000573	92	9	-1.1963	0.99987	0.99986	0.999999	4070	0	-1.1963
FIP1L1RBM7	9	2.8393e-06	1.2617e-05	0.000573	93	9	-1.202	0.99997	0.99996	0.999999	4182	0	-1.202
FIP1L1EXOSC2	9	2.8819e-06	1.2617e-05	0.000573	94	9	-1.4419	1.0	1.0	0.999999	4248	0	-1.4419
TP53THOC5	9	2.9744e-06	1.2617e-05	0.000573	95	5	-0.25462	0.84086	0.94532	0.999999	2645	2	-0.25462
CPSF1RBM7	9	3.0669e-06	1.4911e-05	0.000657	96	9	-1.1116	0.9999	0.99988	0.999999	4093	0	-1.1116
RNGTTTHOC5	9	3.2056e-06	1.4911e-05	0.000657	97	6	-0.94272	0.72108	0.89322	0.999999	2405	1	-0.94272
CPSF1NCBP2	9	3.2309e-06	1.4911e-05	0.000657	98	9	-0.92696	0.99997	0.99996	0.999999	4178	0	-0.92696
FIP1L1EXOSC5	9	3.3423e-06	1.9499e-05	0.00085	99	9	-0.97951	1.0	0.99999	0.999999	4247	0	-0.97951
CCNL1control	72	3.4047e-06	9.5202e-05	0.002651	100	12	0.20188	0.00011104	0.0019694	0.023941	283	48	0.20188
controlSMG1	72	3.4862e-06	9.979e-05	0.002709	101	47	-0.53415	1.0	1.0	0.999999	4289	11	-0.53415
CDK11BSKIV2L2	9	3.5446e-06	2.1793e-05	0.000922	102	8	-0.67895	0.996	0.99587	0.999999	3432	0	-0.67895
FIP1L1EXOSC7	9	3.6713e-06	2.1793e-05	0.000922	103	8	-1.2218	0.99893	0.99891	0.999999	3736	0	-1.2218
CPSF1EXOSC7	9	3.8666e-06	2.1793e-05	0.000922	104	9	-0.95268	0.99994	0.99993	0.999999	4136	0	-0.95268
CPSF1BCL2L1	9	3.9462e-06	2.4087e-05	0.00099	105	9	-1.663	1.0	0.99999	0.999999	4245	0	-1.663
CPSF1DCP1A	9	4.036e-06	2.4087e-05	0.00099	106	9	-1.1776	1.0	0.99999	0.999999	4244	0	-1.1776
FIP1L1EXOSC6	9	4.1031e-06	2.4087e-05	0.00099	107	9	-1.1648	1.0	0.99999	0.999999	4243	0	-1.1648
NUDT21EXOSC2	9	4.46e-06	2.6381e-05	0.001026	108	9	-0.88438	1.0	0.99999	0.999999	4242	0	-0.88438
NUDT21MDM2	9	4.5563e-06	2.6381e-05	0.001026	109	9	-0.81414	0.99999	0.99999	0.999999	4230	0	-0.81414
CPSF1U2AF2	9	4.5804e-06	2.6381e-05	0.001026	110	9	-1.4189	1.0	0.99999	0.999999	4241	0	-1.4189
CPSF2RBM27	9	4.5838e-06	2.6381e-05	0.001026	111	9	-0.78149	1.0	0.99999	0.999999	4240	0	-0.78149
FIP1L1ZC3H3	9	4.5974e-06	2.6381e-05	0.001026	112	9	-0.64541	1.0	0.99999	0.999999	4239	0	-0.64541
SYMPKPABPN1	9	4.749e-06	2.6381e-05	0.001026	113	9	-1.8823	1.0	0.99999	0.999999	4238	0	-1.8823
CPSF1EXOSC6	9	5.1178e-06	2.8675e-05	0.001105	114	9	-1.2814	0.99999	0.99999	0.999999	4237	0	-1.2814
CPSF3EXOSC2	9	5.6939e-06	3.3263e-05	0.00127	115	9	-0.88472	0.99999	0.99999	0.999999	4236	0	-0.88472
WDR33EXOSC8	9	5.8701e-06	3.5557e-05	0.001334	116	9	-0.85166	0.99997	0.99997	0.999999	4193	0	-0.85166
SRSF11EXOSC2	9	5.9154e-06	3.5557e-05	0.001334	117	9	-0.80279	0.99999	0.99999	0.999999	4235	0	-0.80279
CPSF2THOC2	9	6.2866e-06	3.7851e-05	0.001408	118	9	-0.95353	0.99999	0.99999	0.999999	4234	0	-0.95353
NUDT21ZCCHC8	9	6.486e-06	4.0145e-05	0.001456	119	8	-1.105	0.99909	0.9991	0.999999	3770	0	-1.105
SRSF11THOC5	9	6.6728e-06	4.0145e-05	0.001456	120	9	-1.1654	0.99985	0.99984	0.999999	4042	0	-1.1654
SRSF11EXOSC8	9	6.7424e-06	4.0145e-05	0.001456	121	9	-1.0435	0.99998	0.99998	0.999999	4209	0	-1.0435
FIP1L1THOC2	9	6.8895e-06	4.2439e-05	0.001489	122	9	-0.81788	0.99999	0.99999	0.999999	4233	0	-0.81788
NUDT21C17orf85	9	6.9879e-06	4.2439e-05	0.001489	123	9	-0.85749	0.99997	0.99996	0.999999	4180	0	-0.85749
WDR33PAF1	9	7.1465e-06	4.2439e-05	0.001489	124	8	-1.0228	0.98929	0.99126	0.999999	3212	1	-1.0228
WDR33SRRT	9	7.1521e-06	4.2439e-05	0.001489	125	9	-0.95651	0.99991	0.99991	0.999999	4103	0	-0.95651
CPSF1ZFC3H1	9	7.2589e-06	4.4733e-05	0.001557	126	9	-1.2533	0.99946	0.99948	0.999999	3867	0	-1.2533
PAPOLAEXOSC8	9	7.3969e-06	4.7027e-05	0.001611	127	9	-1.1032	0.99999	0.99999	0.999999	4232	0	-1.1032
NCBP1THOC5	9	7.4149e-06	4.7027e-05	0.001611	128	8	-1.342	0.98409	0.98918	0.999999	3141	1	-1.342
WDR33ALYREF	9	7.6903e-06	4.9321e-05	0.001663	129	9	-0.86183	0.99989	0.99988	0.999999	4087	0	-0.86183
NUDT21THOC5	9	7.8738e-06	4.9321e-05	0.001663	130	9	-1.0528	0.99946	0.99948	0.999999	3866	0	-1.0528
FIP1L1DCP1A	9	7.9996e-06	5.1615e-05	0.001714	131	9	-0.81211	0.99984	0.99983	0.999999	4040	0	-0.81211
CPSF1SMG5	9	8.2919e-06	5.1615e-05	0.001714	132	9	-1.0909	0.99999	0.99998	0.999999	4215	0	-1.0909
MOV10THOC5	9	8.5597e-06	5.3909e-05	0.001749	133	6	-0.69086	0.18625	0.45427	0.999999	1621	3	-0.69086
CPSF2HNRNPC	9	8.708e-06	5.3909e-05	0.001749	134	8	-1.1204	0.99658	0.99644	0.999999	3461	0	-1.1204
CCNL2EXOSC2	9	8.7743e-06	5.3909e-05	0.001749	135	9	-0.87467	0.99999	0.99999	0.999999	4231	0	-0.87467
CPSF1PARP1	9	9.1851e-06	5.6203e-05	0.00181	136	9	-1.081	0.99997	0.99996	0.999999	4177	0	-1.081
PAPOLAC17orf85	9	9.4866e-06	5.8498e-05	0.001816	137	9	-0.69881	0.99999	0.99999	0.999999	4229	0	-0.69881
CPSF2DIS3	9	9.6102e-06	5.8498e-05	0.001816	138	9	-0.84467	0.99999	0.99999	0.999999	4228	0	-0.84467
CPSF1HNRNPC	9	9.6568e-06	5.8498e-05	0.001816	139	9	-1.1076	0.99999	0.99999	0.999999	4226	0	-1.1076
AQRSKIV2L2	9	9.8897e-06	5.8498e-05	0.001816	140	9	-0.9094	0.99962	0.99963	0.999999	3929	0	-0.9094
AQRPAF1	9	9.9693e-06	5.8498e-05	0.001816	141	9	-1.1136	0.99999	0.99999	0.999999	4227	0	-1.1136
CPSF1EXOSC9	9	1.011e-05	6.0792e-05	0.001874	142	8	-0.85246	0.99824	0.99817	0.999999	3614	0	-0.85246
AQRRBM27	9	1.0473e-05	6.3086e-05	0.001904	143	9	-0.81051	0.99981	0.99981	0.999999	4025	0	-0.81051
NUDT21THOC2	9	1.0571e-05	6.3086e-05	0.001904	144	9	-0.82523	0.99995	0.99994	0.999999	4155	0	-0.82523
RNASEH2BTHOC5	9	1.077e-05	6.3086e-05	0.001904	145	4	-0.11578	0.30366	0.5982	0.999999	1838	3	-0.11578
NUDT21ALYREF	9	1.1589e-05	7.2262e-05	0.002151	146	9	-0.83656	0.99999	0.99999	0.999999	4225	0	-0.83656
FAM208AEXOSC8	9	1.169e-05	7.2262e-05	0.002151	147	9	-0.50111	0.99999	0.99999	0.999999	4224	0	-0.50111
MOV10NCBP1	9	1.2154e-05	7.4556e-05	0.002189	148	6	-1.1939	0.41441	0.70691	0.999999	2035	3	-1.1939
PAPOLAALYREF	9	1.2509e-05	7.4556e-05	0.002189	149	9	-0.74066	0.99999	0.99999	0.999999	4222	0	-0.74066
HNRNPH1UPF2	9	1.293e-05	8.1438e-05	0.002359	150	8	-1.1225	0.99911	0.99913	0.999999	3777	0	-1.1225
FIP1L1PRMT5	9	1.298e-05	8.1438e-05	0.002359	151	9	-0.90198	0.99999	0.99998	0.999999	4220	0	-0.90198
NUDT21SF3B1	9	1.3431e-05	8.832e-05	0.002541	152	9	-0.84457	0.99999	0.99998	0.999999	4219	0	-0.84457
CPSF1EXOSC3	9	1.3998e-05	9.5202e-05	0.002651	153	8	-0.93819	0.99865	0.99864	0.999999	3684	0	-0.93819
CDK11BMDM2	9	1.4079e-05	9.5202e-05	0.002651	154	9	-0.57757	0.99999	0.99998	0.999999	4217	0	-0.57757
SRSF11DIS3	9	1.4282e-05	9.5202e-05	0.002651	155	9	-0.84323	0.99999	0.99998	0.999999	4216	0	-0.84323
PAPOLAMDM2	9	1.4375e-05	9.5202e-05	0.002651	156	9	-0.7884	0.99999	0.99998	0.999999	4214	0	-0.7884
PARNEXOSC8	9	1.486e-05	9.7496e-05	0.002663	157	9	-0.62415	0.99999	0.99998	0.999999	4212	0	-0.62415
CPSF1ZC3H3	9	1.4985e-05	9.7496e-05	0.002663	158	9	-1.0125	0.99999	0.99998	0.999999	4211	0	-1.0125
SYMPKALYREF	9	1.5034e-05	9.7496e-05	0.002663	159	9	-0.66375	0.99998	0.99998	0.999999	4210	0	-0.66375
NCBP1SMG7	9	1.5278e-05	0.00010208	0.002754	160	6	-1.339	0.87508	0.95602	0.999999	2712	1	-1.339
WDR33NCBP1	9	1.554e-05	0.00010438	0.002798	161	8	-1.5321	0.9975	0.99741	0.999999	3530	0	-1.5321
HNRNPH1SKIV2L2	9	1.5659e-05	0.00010667	0.002825	162	9	-0.88556	0.99998	0.99998	0.999999	4208	0	-0.88556
AQREXOSC8	9	1.568e-05	0.00010667	0.002825	163	8	-0.84751	0.99258	0.99306	0.999999	3295	1	-0.84751
FIP1L1NXF1	9	1.6733e-05	0.00012273	0.00323	164	8	-1.0368	0.99411	0.99415	0.999999	3340	1	-1.0368
WDR33EXOSC2	9	1.682e-05	0.00012502	0.003251	165	9	-1.1677	0.99996	0.99995	0.999999	4162	0	-1.1677
NUDT21SMG5	9	1.6923e-05	0.00012502	0.003251	166	9	-0.77505	0.99998	0.99998	0.999999	4207	0	-0.77505
CPSF1RBM26	9	1.6974e-05	0.00012732	0.00329	167	9	-0.94742	0.99996	0.99996	0.999999	4166	0	-0.94742
NCBP1EXOSC2	9	1.7284e-05	0.00013191	0.003389	168	9	-1.2443	0.99998	0.99998	0.999999	4206	0	-1.2443
CPSF1DIS3	9	1.7471e-05	0.0001342	0.003405	169	9	-1.2308	0.99995	0.99993	0.999999	4144	0	-1.2308
NUDT21ZC3H18	9	1.7741e-05	0.0001342	0.003405	170	9	-1.1566	0.99998	0.99998	0.999999	4205	0	-1.1566
PAPOLAEXOSC1	9	1.7957e-05	0.00013649	0.003405	171	9	-0.58307	0.99998	0.99998	0.999999	4204	0	-0.58307
CSTF2EXOSC2	9	1.8139e-05	0.00013649	0.003405	172	8	-0.88605	0.99882	0.99879	0.999999	3710	0	-0.88605
CPSF1EXOSC5	9	1.819e-05	0.00013649	0.003405	173	9	-1.0013	0.99993	0.99992	0.999999	4114	0	-1.0013
NUDT21HNRNPC	9	1.8757e-05	0.00013879	0.003443	174	9	-0.8748	0.99997	0.99996	0.999999	4171	0	-0.8748
RPP30EXOSC2	9	1.926e-05	0.00014108	0.003479	175	8	-0.96143	0.99801	0.99791	0.999999	3586	0	-0.96143
CPSF2DIS3L	9	1.9803e-05	0.00014796	0.003628	176	9	-0.75592	0.99998	0.99997	0.999999	4203	0	-0.75592
CPSF1PABPN1	9	2.0016e-05	0.00015026	0.003638	177	9	-1.4532	0.99998	0.99997	0.999999	4202	0	-1.4532
CPSF1NCBP1	9	2.0188e-05	0.00015255	0.003638	178	9	-1.1476	0.99994	0.99993	0.999999	4135	0	-1.1476
CPSF6SMG1	9	2.0409e-05	0.00015255	0.003638	179	9	-0.61791	0.99998	0.99997	0.999999	4201	0	-0.61791
ERCC2THOC5	9	2.0583e-05	0.00015255	0.003638	180	5	-0.42636	0.26026	0.54698	0.999999	1748	3	-0.42636
FIP1L1ZFC3H1	9	2.0665e-05	0.00015255	0.003638	181	9	-1.0259	0.99998	0.99997	0.999999	4200	0	-1.0259
ZRSR2NCBP1	9	2.111e-05	0.00015485	0.003652	182	6	-1.1616	0.9546	0.98104	0.999999	2980	1	-1.1616
SRSF11THOC2	9	2.1135e-05	0.00015485	0.003652	183	9	-0.73769	0.99998	0.99997	0.999999	4199	0	-0.73769
CPSF2THOC5	9	2.1897e-05	0.00016402	0.003847	184	8	-0.92751	0.99916	0.99917	0.999999	3785	0	-0.92751
FIP1L1PTBP1	9	2.3138e-05	0.00018467	0.004285	185	9	-1.1471	0.99997	0.99996	0.999999	4181	0	-1.1471
RNGTTDIS3L	9	2.3373e-05	0.00018467	0.004285	186	6	-0.92572	0.78867	0.92174	0.999999	2515	3	-0.92572
NCBP1MDM2	9	2.3523e-05	0.00018696	0.004315	187	7	-1.1356	0.86455	0.95348	0.999999	2697	1	-1.1356
ELAC2THOC5	9	2.3777e-05	0.00019155	0.004374	188	6	-0.73713	0.22977	0.50979	0.999999	1698	3	-0.73713
CPSF2EXOSC5	9	2.3849e-05	0.00019155	0.004374	189	9	-1.0352	0.99998	0.99997	0.999999	4198	0	-1.0352
CPSF2SKIV2L2	9	2.4248e-05	0.00019384	0.00438	190	9	-0.96905	0.99998	0.99997	0.999999	4197	0	-0.96905
CDK11BSRRT	9	2.4262e-05	0.00019384	0.00438	191	9	-0.97175	0.99995	0.99993	0.999999	4140	0	-0.97175
FIP1L1EXOSC4	9	2.5551e-05	0.00020073	0.004443	192	9	-0.9511	0.99992	0.99992	0.999999	4110	0	-0.9511
CPSF4EXOSC8	9	2.5684e-05	0.00020073	0.004443	193	9	-0.80607	0.99997	0.99997	0.999999	4196	0	-0.80607
PAPOLAZCCHC8	9	2.5747e-05	0.00020073	0.004443	194	9	-0.50932	0.99997	0.99997	0.999999	4195	0	-0.50932
DOT1LEXOSC8	9	2.5772e-05	0.00020073	0.004443	195	9	-0.61246	0.99995	0.99993	0.999999	4148	0	-0.61246
NUDT21BCL2L1	9	2.627e-05	0.0002099	0.004609	196	9	-0.8579	0.99997	0.99997	0.999999	4194	0	-0.8579
NUDT21NCBP1	9	2.7048e-05	0.0002122	0.004609	197	9	-1.3657	0.99997	0.99997	0.999999	4192	0	-1.3657
NCBP1SRRT	9	2.7114e-05	0.0002122	0.004609	198	9	-0.85676	0.99997	0.99997	0.999999	4191	0	-0.85676
AQRDIS3L	9	2.7645e-05	0.00021449	0.004609	199	9	-0.77415	0.99997	0.99997	0.999999	4190	0	-0.77415
CPSF2PTBP1	9	2.7678e-05	0.00021449	0.004609	200	9	-0.78539	0.99997	0.99997	0.999999	4189	0	-0.78539
NUDT21DIS3L	9	2.8117e-05	0.00021678	0.004609	201	9	-0.98549	0.99997	0.99997	0.999999	4188	0	-0.98549
