id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SRSF11NCBP1	9	3.969e-06	2.4087e-05	0.004332	22	5	-0.3226	0.17503	0.38558	0.999999	1598	3	-0.3226
CPSF1NCBP1	9	3.9717e-06	2.4087e-05	0.004332	23	8	-0.54855	0.97757	0.97773	0.999999	4034	0	-0.54855
NCBP1HNRNPC	9	4.1082e-06	2.4087e-05	0.004332	24	7	-0.41414	0.85606	0.91313	0.999999	3638	1	-0.41414
DBR1NCBP1	9	4.3587e-06	2.6381e-05	0.004379	25	8	-0.39372	0.97608	0.97621	0.999999	4022	0	-0.39372
CCNT1NCBP1	9	4.6709e-06	2.6381e-05	0.004379	26	7	-0.62468	0.68055	0.82112	0.999999	3240	1	-0.62468
CTIFNCBP1	9	5.091e-06	2.8675e-05	0.00442	27	6	-0.41268	0.52175	0.72923	0.999999	2840	3	-0.41268
C17orf85NCBP1	9	5.1411e-06	2.8675e-05	0.00442	28	7	-0.37926	0.098976	0.26691	0.997773	1165	2	-0.37926
HNRNPH1MDM2	9	6.5025e-06	4.0145e-05	0.005975	29	9	-0.32965	0.99998	0.99998	0.999999	4312	0	-0.32965
NCBP1ZCCHC8	9	7.2862e-06	4.588e-05	0.006123	30	7	-0.37489	0.80573	0.89179	0.999999	3547	2	-0.37489
NCBP1PAF1	9	7.3986e-06	4.7027e-05	0.006123	31	6	-0.42459	0.13727	0.33222	0.999999	1401	3	-0.42459
NCBP1RBM27	9	7.6511e-06	4.9321e-05	0.006123	32	7	-0.31793	0.33636	0.5787	0.999999	2305	1	-0.31793
CDK11ANCBP1	9	7.9837e-06	5.1615e-05	0.006123	33	6	-0.36123	0.56268	0.76268	0.999999	2980	2	-0.36123
CDK10NCBP1	9	8.2058e-06	5.1615e-05	0.006123	34	6	-0.51006	0.55476	0.75628	0.999999	2954	3	-0.51006
NCBP1THOC5	9	8.5597e-06	5.3909e-05	0.006123	35	7	-0.47289	0.73855	0.85166	0.999999	3360	2	-0.47289
NCBP1ZC3H18	9	8.6134e-06	5.3909e-05	0.006123	36	7	-0.38008	0.92821	0.93963	0.999999	3796	1	-0.38008
NCBP1SKIV2L2	9	8.7238e-06	5.3909e-05	0.006123	37	8	-0.33094	0.70758	0.83485	0.999999	3298	1	-0.33094
NCBP1ALYREF	9	8.9607e-06	5.3909e-05	0.006123	38	7	-0.38478	0.11551	0.30056	0.999999	1293	1	-0.38478
RNPC3HNRNPA1	9	9.1932e-06	5.6203e-05	0.00622	39	9	-0.32459	0.99999	0.99999	0.999999	4314	0	-0.32459
NCBP1EXOSC2	9	9.8285e-06	5.8498e-05	0.006312	40	9	-0.43223	0.99998	0.99998	0.999999	4311	0	-0.43223
AQRNCBP1	9	1.0905e-05	6.538e-05	0.006882	41	9	-0.35999	0.99999	0.99999	0.999999	4313	0	-0.35999
PARNSMG1	9	1.1443e-05	7.2262e-05	0.007253	42	6	-0.362	0.85062	0.91157	0.999999	3633	1	-0.362
NUDT21PTBP1	9	1.1583e-05	7.2262e-05	0.007253	43	7	-0.32195	0.59299	0.77947	0.999999	3055	1	-0.32195
HNRNPH1SMG1	9	1.3705e-05	9.0614e-05	0.008888	44	7	-0.52062	0.99451	0.99439	0.999999	4194	0	-0.52062
NCBP1EXOSC6	9	1.619e-05	0.00011585	0.011111	45	7	-0.42729	0.99993	0.99992	0.999999	4305	0	-0.42729
MTAPNCBP1	9	1.6785e-05	0.00012273	0.011515	46	6	-0.47213	0.33212	0.5753	0.999999	2291	3	-0.47213
NCBP1DIS3L	9	1.8509e-05	0.00013879	0.012745	47	6	-0.40781	0.2326	0.46285	0.999999	1907	1	-0.40781
HNRNPH1EXOSC4	9	1.937e-05	0.00014338	0.012892	48	8	-0.46083	0.9992	0.9992	0.999999	4274	0	-0.46083
CSTF2TNCBP1	9	1.9723e-05	0.00014796	0.013033	49	7	-0.31869	0.27049	0.5116	0.999999	2086	2	-0.31869
ERI1NCBP1	9	2.0499e-05	0.00015255	0.013168	50	7	-0.46291	0.99056	0.99044	0.999999	4150	0	-0.46291
CDK12NCBP1	9	2.3305e-05	0.00018008	0.014851	51	7	-0.33981	0.95034	0.95287	0.999999	3869	1	-0.33981
SRSF11PABPN1	9	2.3822e-05	0.00018696	0.014851	52	8	-0.5911	0.99981	0.9998	0.999999	4295	0	-0.5911
TP53NCBP1	9	2.4221e-05	0.00018926	0.014851	53	8	-0.40311	0.99925	0.99924	0.999999	4276	0	-0.40311
NCBP1RBM7	9	2.4226e-05	0.00018926	0.014851	54	7	-0.52726	0.86718	0.91635	0.999999	3659	1	-0.52726
CPSF6SKIV2L2	9	2.487e-05	0.00019384	0.014851	55	7	-0.33527	0.65836	0.81016	0.999999	3191	2	-0.33527
PAPOLAEXOSC8	9	2.5347e-05	0.00019384	0.014851	56	8	-0.35681	0.36815	0.60433	0.999999	2395	1	-0.35681
CNOT7PTBP1	9	2.5779e-05	0.00019614	0.014851	57	8	-0.33584	0.99947	0.99949	0.999999	4280	0	-0.33584
NCBP1SMG1	9	2.7789e-05	0.0002099	0.01562	58	7	-0.41956	0.95031	0.95286	0.999999	3868	1	-0.41956
RNASEH2BNCBP1	9	2.9697e-05	0.00023514	0.016914	59	5	-0.43711	0.49281	0.70568	0.999999	2760	1	-0.43711
CDK9NCBP1	9	2.9758e-05	0.00023514	0.016914	60	6	-0.33487	0.99711	0.99703	0.999999	4235	0	-0.33487
ANGPABPN1	9	3.2294e-05	0.00025578	0.018098	61	7	-0.422	0.99719	0.99708	0.999999	4236	0	-0.422
PAPOLASF3B1	9	3.3476e-05	0.00026267	0.018285	62	8	-0.2578	0.99871	0.99869	0.999999	4261	0	-0.2578
RNASEH2ANCBP1	9	4.0511e-05	0.00031084	0.020777	63	7	-0.31381	0.99229	0.99225	0.999999	4171	0	-0.31381
NCBP1UPF2	9	4.0512e-05	0.00031084	0.020777	64	6	-0.4803	0.56634	0.76557	0.999999	2995	3	-0.4803
NCBP1DIS3	9	4.2758e-05	0.00031772	0.020777	65	5	-0.3949	0.70112	0.83157	0.999999	3280	2	-0.3949
NCBP1UPF3B	9	4.2763e-05	0.00031772	0.020777	66	8	-0.32574	0.97042	0.97051	0.999999	3978	0	-0.32574
CCNCEXOSC2	9	4.4278e-05	0.0003269	0.021058	67	8	-0.23467	0.9999	0.99988	0.999999	4303	0	-0.23467
RNASEH2CNCBP1	9	4.6183e-05	0.0003441	0.02184	68	7	-0.42479	0.83675	0.90793	0.999999	3621	1	-0.42479
CDK8NCBP1	9	4.8707e-05	0.00035672	0.022313	69	6	-0.47689	0.17264	0.38224	0.999999	1585	2	-0.47689
CNOT7NCBP1	9	4.944e-05	0.0003636	0.022419	70	7	-0.47867	0.39929	0.62968	0.999999	2493	1	-0.47867
RPP30NCBP1	9	5.1297e-05	0.00037048	0.022521	71	6	-0.41953	0.08426	0.23619	0.987792	1045	3	-0.41953
XRN1PABPN1	9	5.6568e-05	0.00040948	0.024546	72	8	-0.43885	0.99981	0.9998	0.999999	4294	0	-0.43885
PAPOLAcontrol	72	5.9078e-05	0.00097266	0.039981	73	37	-0.12903	0.50823	0.9038	0.999999	2805	17	-0.12903
AQRSMG1	9	6.0484e-05	0.0004416	0.026109	74	6	-0.38647	0.21347	0.43773	0.999999	1796	2	-0.38647
DOT1LNCBP1	9	6.6357e-05	0.0004783	0.027897	75	8	-0.28495	0.99998	0.99997	0.999999	4309	0	-0.28495
CPSF6SMG1	9	7.0098e-05	0.00050354	0.028977	76	8	-0.30007	0.99975	0.99976	0.999999	4291	0	-0.30007
NCBP1SMG7	9	7.1887e-05	0.0005196	0.029508	77	6	-0.391	0.69666	0.82927	0.999999	3271	2	-0.391
NCBP1C17orf85	9	7.4794e-05	0.00053565	0.029765	78	6	-0.21729	0.90255	0.92813	0.999999	3739	1	-0.21729
PAPOLAHNRNPC	9	7.5765e-05	0.00054942	0.029765	79	8	-0.22287	0.9999	0.99989	0.999999	4304	0	-0.22287
PAN3NCBP1	9	7.6549e-05	0.00054942	0.029765	80	5	-0.40863	0.96404	0.96419	0.999999	3930	1	-0.40863
HNRNPH1SMG7	9	7.7007e-05	0.00055171	0.029765	81	8	-0.4424	0.94194	0.94731	0.999999	3841	1	-0.4424
controlSMG1	72	7.8875e-05	0.0012835	0.04868	82	37	-0.12825	0.12074	0.48592	0.999999	1324	13	-0.12825
FAM208APABPN1	9	8.1578e-05	0.00057236	0.030497	83	7	-0.35988	0.86139	0.91462	0.999999	3649	1	-0.35988
WDR33control	72	8.2047e-05	0.0013248	0.04972	84	32	-0.061512	0.38092	0.82772	0.999999	2436	20	-0.061512
controlHNRNPA1	72	8.5033e-05	0.0013821	0.050986	85	36	-0.1745	0.99909	0.99999	0.999999	4271	9	-0.1745
NCBP1THOC2	9	8.6003e-05	0.00060906	0.031487	86	7	-0.32474	0.85301	0.91233	0.999999	3635	1	-0.32474
HNRNPH1SKIV2L2	9	8.642e-05	0.00060906	0.031487	87	8	-0.31492	0.99973	0.99974	0.999999	4290	0	-0.31492
CTIFSMG1	9	8.7984e-05	0.00061594	0.031487	88	8	-0.2682	0.99961	0.99962	0.999999	4285	0	-0.2682
CNOT7PABPN1	9	8.8982e-05	0.00062283	0.031487	89	8	-0.43044	0.99866	0.99865	0.999999	4258	0	-0.43044
CCNL1NCBP1	9	8.9953e-05	0.00062741	0.031487	90	6	-0.34458	0.93826	0.94505	0.999999	3826	1	-0.34458
NCBP1SRRT	9	9.4284e-05	0.00066412	0.032946	91	6	-0.26083	0.94539	0.94955	0.999999	3847	1	-0.26083
NUDT21EXOSC2	9	9.5489e-05	0.00067559	0.032948	92	8	-0.27823	0.80011	0.88824	0.999999	3521	1	-0.27823
CDK7PABPN1	9	9.6544e-05	0.00068706	0.032948	93	7	-0.42586	0.42838	0.65324	0.999999	2563	2	-0.42586
NCBP1NXF1	9	9.6612e-05	0.00068706	0.032948	94	6	-0.26668	0.95279	0.95467	0.999999	3881	1	-0.26668
PAPOLBNCBP1	9	0.00010132	0.00070312	0.033348	95	6	-0.40328	0.87481	0.9187	0.999999	3677	1	-0.40328
NUDT21SRRT	9	0.00010359	0.00072835	0.034169	96	8	-0.32031	0.99994	0.99992	0.999999	4306	0	-0.32031
HNRNPH1PABPN1	9	0.00010848	0.00080405	0.037077	97	8	-0.36544	0.99563	0.99547	0.999999	4209	0	-0.36544
CDK11BSF3B1	9	0.00011057	0.00081094	0.037077	98	7	-0.28435	0.99612	0.99597	0.999999	4215	0	-0.28435
HNRNPH1THOC2	9	0.00011204	0.00082011	0.037077	99	6	-0.29168	0.91444	0.93305	0.999999	3767	1	-0.29168
CSTF2TPABPN1	9	0.00011342	0.0008247	0.037077	100	6	-0.34597	0.13157	0.32413	0.999999	1372	2	-0.34597
FAM103A1NCBP1	9	0.00011854	0.00085911	0.037772	101	6	-0.24036	0.054441	0.16982	0.920119	810	2	-0.24036
NUDT21ZC3H18	9	0.00012077	0.00086829	0.037772	102	6	-0.36182	0.99459	0.99446	0.999999	4197	0	-0.36182
SYMPKNCBP1	9	0.00012172	0.00087287	0.037772	103	6	-0.30176	0.99225	0.9922	0.999999	4170	0	-0.30176
NUDT21SMG5	9	0.00012352	0.00087517	0.037772	104	8	-0.32053	0.94	0.94604	0.999999	3833	1	-0.32053
CPSF2PABPN1	9	0.0001243	0.00088434	0.03779	105	6	-0.31473	0.76562	0.86738	0.999999	3423	1	-0.31473
NCBP1EXOSC1	9	0.00012972	0.00092105	0.038973	106	7	-0.26587	0.99646	0.99629	0.999999	4222	0	-0.26587
PAPOLAMDM2	9	0.00013124	0.0009417	0.03946	107	7	-0.24886	0.99397	0.99388	0.999999	4187	0	-0.24886
NCBP1ZC3H3	9	0.00013384	0.00096693	0.039981	108	5	-0.26831	0.96378	0.96391	0.999999	3929	1	-0.26831
FAM208ASMG1	9	0.00013877	0.0010036	0.040865	109	7	-0.23774	0.9579	0.95869	0.999999	3904	1	-0.23774
RNASEH1SRSF1	9	0.000146	0.0010541	0.042519	110	6	-0.31452	0.70422	0.83317	0.999999	3290	1	-0.31452
MCL1NCBP1	9	0.00015417	0.001116	0.0446	111	8	-0.31963	0.94544	0.9496	0.999999	3848	1	-0.31963
HNRNPH1DCP1A	9	0.00015752	0.0011367	0.045009	112	8	-0.30384	0.99751	0.99741	0.999999	4241	0	-0.30384
RPP30PABPN1	9	0.00016291	0.001178	0.04622	113	8	-0.20725	0.51564	0.7242	0.999999	2822	1	-0.20725
RNASELNCBP1	9	0.00016813	0.0012124	0.047141	114	7	-0.37522	0.97206	0.97217	0.999999	3986	0	-0.37522
CNOT7control	72	0.00016844	0.0024466	0.071068	115	35	-0.10318	0.78146	0.98246	0.999999	3468	9	-0.10318
ERCC2NCBP1	9	0.00017779	0.0012812	0.04868	116	7	-0.30893	0.97515	0.97528	0.999999	4012	0	-0.30893
PAPOLAPTBP1	9	0.00017823	0.0012858	0.04868	117	5	-0.34678	0.82147	0.90199	0.999999	3593	1	-0.34678
CSTF2NCBP1	9	0.00019058	0.0013592	0.050572	118	6	-0.25259	0.49239	0.70541	0.999999	2757	2	-0.25259
RNMTHNRNPA1	9	0.00019684	0.0014166	0.05151	119	8	-0.27187	0.99405	0.99396	0.999999	4188	0	-0.27187
HNRNPH1ZCCHC8	9	0.00019966	0.0014303	0.05151	120	8	-0.2771	0.99985	0.99984	0.999999	4297	0	-0.2771
NCBP1PTBP1	9	0.00020136	0.0014395	0.05151	121	6	-0.24169	0.98586	0.98586	0.999999	4104	0	-0.24169
PARNHNRNPC	9	0.00020205	0.0014441	0.05151	122	8	-0.25567	0.93335	0.94236	0.999999	3813	1	-0.25567
CDK13NCBP1	9	0.00023985	0.0016873	0.059688	123	6	-0.34514	0.5735	0.77075	0.999999	3013	1	-0.34514
HNRNPH1C17orf85	9	0.00024175	0.001701	0.059688	124	6	-0.34019	0.47818	0.69374	0.999999	2706	1	-0.34019
HNRNPH1EXOSC2	9	0.00024742	0.00174	0.060564	125	6	-0.46829	0.89356	0.92489	0.999999	3715	1	-0.46829
CSTF2SMG1	9	0.00025366	0.0017721	0.061188	126	7	-0.24966	0.99936	0.99936	0.999999	4277	0	-0.24966
NUDT21HNRNPA1	9	0.00025785	0.0018065	0.061784	127	7	-0.39198	0.93761	0.94471	0.999999	3824	1	-0.39198
ZRSR2NCBP1	9	0.00026066	0.001818	0.061784	128	7	-0.36684	0.98508	0.985	0.999999	4098	0	-0.36684
CNOT7IWS1	9	0.00026999	0.0018845	0.063544	129	8	-0.2155	0.99458	0.99446	0.999999	4196	0	-0.2155
CCNCSMG1	9	0.00028047	0.0019648	0.065219	130	7	-0.22643	0.86715	0.91634	0.999999	3658	1	-0.22643
REXO2PTBP1	9	0.00028177	0.0019832	0.065219	131	5	-0.27904	0.95158	0.95377	0.999999	3876	1	-0.27904
CDK11Bcontrol	72	0.00028177	0.0038574	0.091981	132	30	-0.079467	0.68974	0.96471	0.999999	3256	12	-0.079467
HNRNPH1EXOSC9	9	0.00028206	0.0019832	0.065219	133	8	-0.24187	0.99995	0.99994	0.999999	4308	0	-0.24187
CDK11BNRDE2	9	0.00028324	0.0019947	0.065219	134	7	-0.22628	0.66347	0.81267	0.999999	3205	1	-0.22628
AQRUPF3B	9	0.000288	0.002013	0.065304	135	6	-0.21694	0.9654	0.96556	0.999999	3940	1	-0.21694
CPSF3NCBP1	9	0.00029552	0.0020405	0.065304	136	7	-0.34529	0.77077	0.87036	0.999999	3438	1	-0.34529
HNRNPH1NCBP2	9	0.00029925	0.0020726	0.065304	137	8	-0.23652	0.99108	0.99097	0.999999	4157	0	-0.23652
CCNHNCBP1	9	0.00029966	0.0020749	0.065304	138	6	-0.34156	0.67372	0.81768	0.999999	3228	2	-0.34156
HNRNPH1NXF1	9	0.0002998	0.0020749	0.065304	139	7	-0.46349	0.99994	0.99993	0.999999	4307	0	-0.46349
CDK12HNRNPA1	9	0.00030467	0.0021071	0.065304	140	8	-0.26486	0.99676	0.99667	0.999999	4230	0	-0.26486
XRN2NCBP1	9	0.00030495	0.0021094	0.065304	141	7	-0.31882	0.035538	0.12501	0.885474	626	1	-0.31882
CPSF1EXOSC2	9	0.00030879	0.0021323	0.065304	142	7	-0.31136	0.62521	0.79428	0.999999	3115	2	-0.31136
TP53PABPN1	9	0.00030914	0.0021334	0.065304	143	8	-0.36704	0.98437	0.98437	0.999999	4089	0	-0.36704
SRSF11SMG1	9	0.00031993	0.0021896	0.066553	144	6	-0.19924	0.96345	0.96361	0.999999	3928	1	-0.19924
SMN1RBM7	9	0.00032356	0.0022103	0.066711	145	8	-0.30984	0.99099	0.99088	0.999999	4154	0	-0.30984
CDK10SMG1	9	0.00034674	0.00238	0.070833	146	8	-0.27199	0.93512	0.9433	0.999999	3817	1	-0.27199
SMN1NCBP1	9	0.00034851	0.0023892	0.070833	147	7	-0.32456	0.95459	0.956	0.999999	3894	1	-0.32456
CDK20PABPN1	9	0.0003503	0.0023961	0.070833	148	6	-0.29364	0.51037	0.71982	0.999999	2810	1	-0.29364
CDK7NCBP1	9	0.00035738	0.0024512	0.071068	149	5	-0.35188	0.46611	0.68393	0.999999	2675	1	-0.35188
CDK12SMG1	9	0.00035824	0.0024535	0.071068	150	6	-0.36401	0.99962	0.99963	0.999999	4287	0	-0.36401
NUDT21control	72	0.0003599	0.0048346	0.10453	151	31	-0.11162	0.48412	0.89192	0.999999	2736	9	-0.11162
TAF4NCBP1	9	0.00036476	0.002497	0.071475	152	6	-0.24094	0.36438	0.60127	0.999999	2379	3	-0.24094
NCBP1EXOSC8	9	0.00036744	0.0025108	0.071475	153	6	-0.25793	0.58663	0.77661	0.999999	3044	2	-0.25793
HNRNPH1PAF1	9	0.00037109	0.0025315	0.071475	154	8	-0.21024	0.98664	0.98662	0.999999	4109	0	-0.21024
HNRNPH1TRA2B	9	0.0003718	0.0025337	0.071475	155	7	-0.42117	0.77626	0.87367	0.999999	3449	1	-0.42117
NCBP1EXOSC9	9	0.00038793	0.0026439	0.073686	156	4	-0.082575	0.14648	0.34542	0.999999	1455	4	-0.082575
CCNHSMG1	9	0.00038898	0.0026484	0.073686	157	5	-0.26289	0.99948	0.99949	0.999999	4282	0	-0.26289
CDK11BSMG1	9	0.00039349	0.0026634	0.073686	158	8	-0.24716	0.75073	0.85861	0.999999	3384	1	-0.24716
CPSF2HNRNPA1	9	0.00039974	0.0027058	0.074038	159	6	-0.23572	0.93999	0.94604	0.999999	3832	1	-0.23572
SRSF11SKIV2L2	9	0.00040047	0.0027104	0.074038	160	5	-0.11621	0.98282	0.98285	0.999999	4075	0	-0.11621
FIP1L1NCBP1	9	0.00040577	0.002731	0.074133	161	5	-0.24458	0.93952	0.94576	0.999999	3830	1	-0.24458
PAN2PABPN1	9	0.00041348	0.0027815	0.075031	162	6	-0.39735	0.46858	0.68584	0.999999	2685	1	-0.39735
CDK19NCBP1	9	0.00043409	0.0028641	0.076642	163	6	-0.2376	0.48166	0.69658	0.999999	2719	1	-0.2376
CDK9PABPN1	9	0.00044339	0.0028985	0.076642	164	6	-0.27015	0.89446	0.92524	0.999999	3716	1	-0.27015
DXOSMG1	9	0.00044425	0.0029008	0.076642	165	5	-0.2318	0.45959	0.67881	0.999999	2659	2	-0.2318
ELAC2NCBP1	9	0.00044768	0.0029123	0.076642	166	6	-0.27431	0.23045	0.46002	0.999999	1896	3	-0.27431
HNRNPH1SMG6	9	0.0004647	0.0029925	0.078278	167	7	-0.39232	0.32421	0.569	0.999999	2270	1	-0.39232
HNRNPH1ZC3H18	9	0.00049167	0.0031118	0.080908	168	6	-0.34411	0.69199	0.82678	0.999999	3261	1	-0.34411
CPSF6HNRNPA1	9	0.00049807	0.0031485	0.081064	169	7	-0.26368	0.98567	0.98567	0.999999	4102	0	-0.26368
PAN3PABPN1	9	0.00049987	0.0031554	0.081064	170	6	-0.68372	0.97489	0.97503	0.999999	4005	0	-0.68372
CPSF3HNRNPA1	9	0.0005064	0.0032059	0.081858	171	7	-0.36707	0.99661	0.99647	0.999999	4226	0	-0.36707
AQRPABPN1	9	0.00050963	0.0032242	0.081858	172	7	-0.31819	0.99123	0.99112	0.999999	4161	0	-0.31819
CNOT7EXOSC8	9	0.00053304	0.0033642	0.084911	173	6	-0.23809	0.98842	0.9884	0.999999	4125	0	-0.23809
CSTF2PTBP1	9	0.00054601	0.0034146	0.085684	174	7	-0.30603	0.99985	0.99985	0.999999	4299	0	-0.30603
RNPC3NCBP1	9	0.00055714	0.0034743	0.086634	175	6	-0.17382	0.99739	0.99729	0.999999	4239	0	-0.17382
SETDB1EXOSC2	9	0.00056472	0.0034926	0.086634	176	6	-0.25354	0.32177	0.56701	0.999999	2261	3	-0.25354
HNRNPH1PTBP1	9	0.00057033	0.0035248	0.086931	177	7	-0.24118	0.9949	0.99481	0.999999	4201	0	-0.24118
RNASEH1NCBP1	9	0.0006047	0.0037152	0.091106	178	6	-0.31178	0.63287	0.79781	0.999999	3127	2	-0.31178
CPSF3SMG1	9	0.00061042	0.0037381	0.091151	179	7	-0.22943	0.99977	0.99978	0.999999	4292	0	-0.22943
WDR33SMG1	9	0.00062029	0.0037932	0.091557	180	7	-0.19239	0.99969	0.99969	0.999999	4289	0	-0.19239
AQREXOSC8	9	0.00062136	0.0038	0.091557	181	6	-0.20032	0.99979	0.99979	0.999999	4293	0	-0.20032
CDK9TRA2B	9	0.00062503	0.0038184	0.091557	182	7	-0.37886	0.78405	0.87837	0.999999	3473	2	-0.37886
CPSF4NCBP1	9	0.00066139	0.0040157	0.094809	183	6	-0.36615	0.90188	0.92785	0.999999	3736	1	-0.36615
CDK9EXOSC6	9	0.00066552	0.0040455	0.094809	184	7	-0.32889	0.97819	0.97836	0.999999	4040	0	-0.32889
XRN1NCBP1	9	0.00066683	0.0040501	0.094809	185	6	-0.22834	0.98422	0.98424	0.999999	4087	0	-0.22834
CDK19HNRNPA1	9	0.00067038	0.0040639	0.094809	186	6	-0.394	0.98878	0.98878	0.999999	4131	0	-0.394
DOT1LPABPN1	9	0.00069678	0.0041809	0.097014	187	7	-0.33844	0.76469	0.86674	0.999999	3419	1	-0.33844
C17orf85SMG1	9	0.00071611	0.0042772	0.098719	188	4	-0.091912	0.14941	0.3496	0.999999	1468	2	-0.091912
SRSF11UPF1	9	0.00074057	0.0044011	0.100964	189	6	-0.30483	0.99851	0.99846	0.999999	4256	0	-0.30483
AQRTHOC2	9	0.00074758	0.0044424	0.100964	190	7	-0.20254	0.99633	0.99619	0.999999	4220	0	-0.20254
PAPOLAEXOSC2	9	0.00074887	0.0044447	0.100964	191	5	-0.32424	0.99767	0.99759	0.999999	4243	0	-0.32424
XRN2PABPN1	9	0.00075835	0.004502	0.101731	192	7	-0.3004	0.45433	0.67446	0.999999	2643	1	-0.3004
RNASEH1EXOSC9	9	0.00078898	0.0046511	0.10453	193	6	-0.22389	0.77254	0.87143	0.999999	3439	1	-0.22389
RNGTTNCBP1	9	0.00079546	0.0046764	0.10453	194	6	-0.30333	0.99104	0.99092	0.999999	4156	0	-0.30333
AQRZC3H18	9	0.00080138	0.0046993	0.10453	195	6	-0.25373	0.65989	0.81096	0.999999	3194	2	-0.25373
WDR33NCBP1	9	0.00081274	0.0047773	0.10453	196	6	-0.35811	0.15528	0.35792	0.999999	1500	2	-0.35811
CDK9MDM2	9	0.00081466	0.0047865	0.10453	197	6	-0.22422	0.94951	0.95226	0.999999	3863	1	-0.22422
PAPOLAPABPN1	9	0.00081535	0.0047888	0.10453	198	5	-0.21112	0.98425	0.98427	0.999999	4088	0	-0.21112
CNOT7ZCCHC8	9	0.00081952	0.0048048	0.10453	199	7	-0.19316	0.99535	0.99521	0.999999	4207	0	-0.19316
HNRNPH1EXOSC8	9	0.00082605	0.0048438	0.10453	200	7	-0.26343	0.99786	0.99777	0.999999	4245	0	-0.26343
CDK11BHNRNPC	9	0.00084941	0.0049516	0.106325	201	3	-0.042723	0.65247	0.80711	0.999999	3176	2	-0.042723
CPSF2NCBP1	9	0.00086275	0.0050296	0.107465	202	5	-0.23237	0.61054	0.78737	0.999999	3088	2	-0.23237
HNRNPH1NCBP1	9	0.00092243	0.0053806	0.113934	203	6	-0.37952	0.99663	0.99649	0.999999	4227	0	-0.37952
HNRNPH1DDX39B	9	0.00092318	0.0053852	0.113934	204	7	-0.35777	0.35563	0.59426	0.999999	2351	1	-0.35777
RPP30SMG1	9	0.00094438	0.005493	0.115648	205	6	-0.27411	0.18562	0.40019	0.999999	1651	2	-0.27411
NCBP1BRCA2	9	0.00095174	0.0055251	0.11576	206	4	-0.08333	0.99899	0.99897	0.999999	4268	0	-0.08333
