id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
controlTHOC5	72	4.383e-08	1.147e-06	8.7e-05	40	47	-1.2589	9.8977e-13	1.147e-06	2.6e-05	81	25	-1.2589
FIP1L1SKIV2L2	9	4.7461e-08	1.147e-06	8.7e-05	41	9	-2.6382	1.0	1.0	0.999999	4287	0	-2.6382
CPSF6THOC5	9	4.7829e-08	1.147e-06	8.7e-05	42	9	-3.8878	0.99999	0.99999	0.999999	4220	0	-3.8878
RNGTTTHOC5	9	5.0494e-08	1.147e-06	8.7e-05	43	8	-2.1445	0.50222	0.77463	0.999999	1943	1	-2.1445
CPSF6EXOSC9	9	5.1736e-08	1.147e-06	8.7e-05	44	9	-2.5837	0.99996	0.99996	0.999999	4175	0	-2.5837
FIP1L1EXOSC3	9	5.5634e-08	1.147e-06	8.7e-05	45	9	-2.7597	1.0	1.0	0.999999	4262	0	-2.7597
CPSF6NCBP2	9	5.6067e-08	1.147e-06	8.7e-05	46	9	-3.1917	1.0	1.0	0.999999	4273	0	-3.1917
CPSF6SRRT	9	6.0548e-08	1.147e-06	8.7e-05	47	9	-3.1221	1.0	1.0	0.999999	4286	0	-3.1221
FIP1L1EXOSC2	9	6.5031e-08	1.147e-06	8.7e-05	48	9	-2.684	1.0	1.0	0.999999	4285	0	-2.684
CPSF6THOC2	9	6.994e-08	1.147e-06	8.7e-05	49	9	-3.3765	0.99998	0.99997	0.999999	4194	0	-3.3765
CNOT7EXOSC8	9	9.6804e-08	1.147e-06	8.7e-05	50	9	-3.0924	1.0	1.0	0.999999	4282	0	-3.0924
CPSF6UPF3B	9	1.0503e-07	1.147e-06	8.7e-05	51	9	-3.1605	0.99999	0.99999	0.999999	4229	0	-3.1605
FIP1L1SRRT	9	1.1072e-07	1.147e-06	8.7e-05	52	9	-2.5076	1.0	1.0	0.999999	4279	0	-2.5076
CPSF6SKIV2L2	9	1.2823e-07	1.147e-06	8.7e-05	53	9	-2.5495	1.0	1.0	0.999999	4277	0	-2.5495
RNGTTC17orf85	9	1.4952e-07	1.147e-06	8.7e-05	54	6	-2.06	0.65494	0.8701	0.999999	2178	3	-2.06
CCNL2control	72	1.7046e-07	5.735e-06	0.000298	55	56	-0.58988	1.0	1.0	0.999999	4304	4	-0.58988
FIP1L1NCBP1	9	2.0062e-07	1.147e-06	8.7e-05	56	9	-3.2727	1.0	1.0	0.999999	4281	0	-3.2727
CPSF6EXOSC2	9	2.1873e-07	1.147e-06	8.7e-05	57	9	-4.1266	1.0	1.0	0.999999	4280	0	-4.1266
CPSF6HNRNPC	9	2.4673e-07	1.147e-06	8.7e-05	58	9	-2.9611	1.0	1.0	0.999999	4278	0	-2.9611
controlEXOSC9	72	2.7167e-07	1.2617e-05	0.000561	59	48	-0.89829	0.11415	0.51384	0.999999	1339	24	-0.89829
CPSF6SMG5	9	2.9574e-07	3.441e-06	0.000209	60	9	-3.6887	1.0	1.0	0.999999	4276	0	-3.6887
CPSF6DCP1A	9	3.5917e-07	3.441e-06	0.000209	61	9	-3.1233	1.0	1.0	0.999999	4275	0	-3.1233
CPSF6DIS3L	9	4.3611e-07	3.441e-06	0.000209	62	9	-3.0381	1.0	1.0	0.999999	4274	0	-3.0381
CDK9control	72	5.3776e-07	2.1793e-05	0.000887	63	49	-1.0775	0.99128	0.99997	0.999999	3090	23	-1.0775
WDR33SRRT	9	5.8875e-07	3.441e-06	0.000209	64	9	-2.5662	1.0	1.0	0.999999	4271	0	-2.5662
FIP1L1ALYREF	9	6.2591e-07	3.441e-06	0.000209	65	9	-3.2441	0.99998	0.99997	0.999999	4189	0	-3.2441
CCNL2EXOSC8	9	6.404e-07	3.441e-06	0.000209	66	9	-2.2134	1.0	1.0	0.999999	4270	0	-2.2134
HNRNPH1ZCCHC8	9	6.76e-07	3.441e-06	0.000209	67	9	-4.1917	1.0	1.0	0.999999	4269	0	-4.1917
RNGTTZCCHC8	9	6.796e-07	3.441e-06	0.000209	68	6	-2.0045	0.12408	0.3498	0.999999	1367	3	-2.0045
CPSF6EXOSC5	9	7.337e-07	3.441e-06	0.000209	69	9	-2.8734	1.0	1.0	0.999999	4268	0	-2.8734
ANGTHOC5	9	7.5406e-07	3.441e-06	0.000209	70	6	-1.7093	0.0028985	0.017147	0.092622	800	3	-1.7093
CNOT7THOC2	9	7.7597e-07	3.441e-06	0.000209	71	9	-3.6088	0.99998	0.99997	0.999999	4198	0	-3.6088
FIP1L1RBM26	9	8.0335e-07	3.441e-06	0.000209	72	9	-2.3143	0.99981	0.99981	0.999999	3998	0	-2.3143
WDR33EXOSC1	9	8.4589e-07	3.441e-06	0.000209	73	8	-2.0908	0.99847	0.99842	0.999999	3566	0	-2.0908
CPSF6RBM7	9	8.8647e-07	3.441e-06	0.000209	74	9	-3.4851	1.0	1.0	0.999999	4267	0	-3.4851
WDR33PTBP1	9	9.9672e-07	5.735e-06	0.000298	75	9	-2.8112	1.0	1.0	0.999999	4266	0	-2.8112
HNRNPH1SKIV2L2	9	1.0494e-06	5.735e-06	0.000298	76	9	-4.4734	1.0	1.0	0.999999	4265	0	-4.4734
HNRNPH1EXOSC3	9	1.0706e-06	5.735e-06	0.000298	77	9	-4.4263	1.0	1.0	0.999999	4264	0	-4.4263
SMN1EXOSC8	9	1.1036e-06	5.735e-06	0.000298	78	9	-2.0907	1.0	1.0	0.999999	4263	0	-2.0907
NUDT21EXOSC2	9	1.1287e-06	5.735e-06	0.000298	79	9	-2.9634	1.0	1.0	0.999999	4261	0	-2.9634
FIP1L1EXOSC5	9	1.2576e-06	5.735e-06	0.000298	80	9	-2.9806	1.0	1.0	0.999999	4260	0	-2.9806
CPSF6EXOSC7	9	1.3001e-06	5.735e-06	0.000298	81	9	-2.718	1.0	1.0	0.999999	4259	0	-2.718
FIP1L1PAF1	9	1.3067e-06	5.735e-06	0.000298	82	9	-2.3094	1.0	1.0	0.999999	4246	0	-2.3094
FIP1L1MDM2	9	1.353e-06	5.735e-06	0.000298	83	9	-2.6574	1.0	1.0	0.999999	4258	0	-2.6574
FIP1L1DIS3L	9	1.4426e-06	5.735e-06	0.000298	84	9	-2.4886	0.99999	0.99999	0.999999	4218	0	-2.4886
HNRNPH1SRRT	9	1.5195e-06	5.735e-06	0.000298	85	9	-4.2253	1.0	1.0	0.999999	4257	0	-4.2253
CPSF6MDM2	9	1.8513e-06	1.0323e-05	0.000501	86	9	-3.0691	1.0	1.0	0.999999	4255	0	-3.0691
FIP1L1EXOSC9	9	2.0055e-06	1.0323e-05	0.000501	87	8	-2.2962	0.993	0.99385	0.999999	3137	1	-2.2962
CPSF6EXOSC4	9	2.0066e-06	1.0323e-05	0.000501	88	9	-3.422	1.0	1.0	0.999999	4253	0	-3.422
CPSF6RBM26	9	2.0189e-06	1.0323e-05	0.000501	89	9	-3.7482	0.99999	0.99998	0.999999	4211	0	-3.7482
CNOT7EXOSC2	9	2.2424e-06	1.0323e-05	0.000501	90	9	-4.6214	1.0	1.0	0.999999	4252	0	-4.6214
HNRNPH1RBM27	9	2.264e-06	1.0323e-05	0.000501	91	9	-3.3969	1.0	1.0	0.999999	4251	0	-3.3969
CPSF3control	72	2.3166e-06	6.7674e-05	0.002001	92	54	-0.704	1.0	1.0	0.999999	4301	8	-0.704
NUDT21EXOSC8	9	2.326e-06	1.2617e-05	0.000561	93	9	-2.4316	1.0	0.99999	0.999999	4241	0	-2.4316
CPSF6UPF2	9	2.4477e-06	1.2617e-05	0.000561	94	9	-2.1337	1.0	1.0	0.999999	4249	0	-2.1337
CPSF6EXOSC6	9	2.5766e-06	1.2617e-05	0.000561	95	9	-3.7206	1.0	1.0	0.999999	4248	0	-3.7206
TP53NCBP1	9	2.6346e-06	1.2617e-05	0.000561	96	6	-2.7204	2.5841e-05	0.00020073	0.002199	394	3	-2.7204
CPSF6SRSF1	9	2.6695e-06	1.2617e-05	0.000561	97	9	-3.1236	1.0	1.0	0.999999	4247	0	-3.1236
WDR33EXOSC8	9	2.8423e-06	1.2617e-05	0.000561	98	9	-2.5098	0.99971	0.99971	0.999999	3936	0	-2.5098
NUDT21SMG1	9	2.9728e-06	1.2617e-05	0.000561	99	9	-3.5257	0.99999	0.99999	0.999999	4239	0	-3.5257
FIP1L1BRCA2	9	3.0624e-06	1.4911e-05	0.00065	100	9	-2.0959	1.0	0.99999	0.999999	4244	0	-2.0959
CPSF6PARP1	9	3.107e-06	1.4911e-05	0.00065	101	9	-3.0751	0.99997	0.99997	0.999999	4187	0	-3.0751
CDK10THOC5	9	3.3183e-06	1.9499e-05	0.000825	102	6	-1.6983	0.0049145	0.027763	0.143333	838	3	-1.6983
HNRNPH1SMG7	9	3.4434e-06	1.9499e-05	0.000825	103	9	-5.2741	1.0	0.99999	0.999999	4245	0	-5.2741
NCBP1C17orf85	9	3.4628e-06	1.9499e-05	0.000825	104	6	-2.274	0.86876	0.95833	0.999999	2594	3	-2.274
FIP1L1ZC3H18	9	3.5844e-06	2.1793e-05	0.000887	105	9	-2.3418	0.99999	0.99999	0.999999	4230	0	-2.3418
ELAC2EXOSC2	9	3.7008e-06	2.1793e-05	0.000887	106	8	-2.8363	0.99835	0.99829	0.999999	3546	0	-2.8363
CPSF2EXOSC8	9	3.861e-06	2.1793e-05	0.000887	107	9	-1.8728	1.0	0.99999	0.999999	4243	0	-1.8728
NCBP1RBM27	9	3.9365e-06	2.4087e-05	0.000954	108	7	-2.4848	0.79261	0.92599	0.999999	2373	2	-2.4848
HNRNPH1C17orf85	9	4.033e-06	2.4087e-05	0.000954	109	9	-4.4178	1.0	0.99999	0.999999	4242	0	-4.4178
CPSF2C17orf85	9	4.1193e-06	2.4087e-05	0.000954	110	9	-1.8137	0.99921	0.99921	0.999999	3737	0	-1.8137
CPSF6EXOSC8	9	4.4148e-06	2.6381e-05	0.001026	111	9	-2.7838	0.99998	0.99997	0.999999	4195	0	-2.7838
FIP1L1SMG7	9	4.7644e-06	2.6381e-05	0.001026	112	9	-2.369	0.99996	0.99995	0.999999	4167	0	-2.369
CPSF6SMG1	9	4.8017e-06	2.7528e-05	0.001061	113	9	-3.5458	1.0	0.99999	0.999999	4240	0	-3.5458
SMN1ALYREF	9	5.1252e-06	2.8675e-05	0.001076	114	9	-1.9803	0.99999	0.99999	0.999999	4238	0	-1.9803
HNRNPH1SMG5	9	5.1552e-06	2.8675e-05	0.001076	115	9	-3.9775	0.99999	0.99999	0.999999	4237	0	-3.9775
FIP1L1EXOSC7	9	5.25e-06	2.8675e-05	0.001076	116	9	-2.47	0.99999	0.99999	0.999999	4236	0	-2.47
PAPOLAALYREF	9	5.6137e-06	3.0969e-05	0.001152	117	9	-2.6543	0.99989	0.99988	0.999999	4065	0	-2.6543
FIP1L1ZC3H3	9	5.7276e-06	3.3263e-05	0.001227	118	9	-1.9835	0.99999	0.99999	0.999999	4221	0	-1.9835
CPSF6SF3B1	9	6.0544e-06	3.5557e-05	0.00129	119	9	-3.8187	0.99981	0.9998	0.999999	3995	0	-3.8187
AQRSRRT	9	6.0621e-06	3.5557e-05	0.00129	120	9	-2.3647	0.99876	0.99873	0.999999	3627	0	-2.3647
HNRNPH1DIS3L	9	6.193e-06	3.7851e-05	0.00135	121	9	-3.5911	0.99999	0.99999	0.999999	4235	0	-3.5911
FIP1L1DCP1A	9	6.2351e-06	3.7851e-05	0.00135	122	9	-2.9137	0.99992	0.99992	0.999999	4110	0	-2.9137
NCBP1ZCCHC8	9	6.8605e-06	4.2439e-05	0.00142	123	6	-3.0793	0.61233	0.84398	0.999999	2103	3	-3.0793
AQREXOSC8	9	6.874e-06	4.2439e-05	0.00142	124	8	-2.3774	0.99229	0.99345	0.999999	3114	1	-2.3774
RNGTTPABPN1	9	6.909e-06	4.2439e-05	0.00142	125	9	-4.4337	0.99999	0.99999	0.999999	4234	0	-4.4337
FIP1L1SMG5	9	6.9432e-06	4.2439e-05	0.00142	126	9	-2.1188	0.99999	0.99999	0.999999	4233	0	-2.1188
HNRNPH1NCBP2	9	6.9481e-06	4.2439e-05	0.00142	127	9	-3.8803	0.99999	0.99999	0.999999	4232	0	-3.8803
FIP1L1SF3B1	9	6.9629e-06	4.2439e-05	0.00142	128	9	-2.6028	0.99999	0.99999	0.999999	4231	0	-2.6028
FIP1L1DIS3	9	7.0667e-06	4.2439e-05	0.00142	129	9	-2.7972	0.99999	0.99999	0.999999	4228	0	-2.7972
FAM208AALYREF	9	7.0717e-06	4.2439e-05	0.00142	130	9	-1.6222	0.99999	0.99999	0.999999	4227	0	-1.6222
ELAC2EXOSC9	9	7.3679e-06	4.7027e-05	0.001549	131	6	-1.5425	0.094791	0.2912	0.977684	1288	3	-1.5425
WDR33ALYREF	9	7.3819e-06	4.7027e-05	0.001549	132	9	-2.7359	0.99998	0.99998	0.999999	4201	0	-2.7359
HNRNPH1EXOSC9	9	7.6816e-06	4.9321e-05	0.001577	133	9	-3.2729	0.99999	0.99999	0.999999	4226	0	-3.2729
NUDT21ZCCHC8	9	7.6903e-06	4.9321e-05	0.001577	134	9	-1.5799	0.99987	0.99985	0.999999	4045	0	-1.5799
CNOT7HNRNPC	9	7.8003e-06	4.9321e-05	0.001577	135	9	-3.5985	0.99999	0.99999	0.999999	4225	0	-3.5985
FIP1L1HNRNPC	9	7.8549e-06	4.9321e-05	0.001577	136	9	-2.1869	0.99999	0.99999	0.999999	4224	0	-2.1869
SRSF11EXOSC7	9	8.5241e-06	5.1615e-05	0.001638	137	8	-3.2396	0.99669	0.99659	0.999999	3340	0	-3.2396
SYMPKSRRT	9	8.5595e-06	5.3909e-05	0.001686	138	9	-2.4058	0.99999	0.99999	0.999999	4223	0	-2.4058
CPSF1SKIV2L2	9	8.8166e-06	5.3909e-05	0.001686	139	9	-1.475	0.99999	0.99999	0.999999	4222	0	-1.475
RNGTTUPF3B	9	9.2717e-06	5.6203e-05	0.00172	140	6	-2.3547	0.63567	0.85835	0.999999	2144	3	-2.3547
MOV10EXOSC7	9	9.3794e-06	5.6203e-05	0.00172	141	3	0.43213	0.089953	0.28108	0.950747	1280	6	0.43213
RNGTTSKIV2L2	9	9.3986e-06	5.6203e-05	0.00172	142	7	-2.419	0.52782	0.79089	0.999999	1973	2	-2.419
CPSF6SMG7	9	9.5096e-06	5.8498e-05	0.001778	143	9	-3.0795	0.99985	0.99984	0.999999	4025	0	-3.0795
FIP1L1PARP1	9	1.0156e-05	6.0792e-05	0.001822	144	9	-2.6096	0.99985	0.99985	0.999999	4033	0	-2.6096
NCBP1UPF3B	9	1.019e-05	6.0792e-05	0.001822	145	6	-2.5084	0.57234	0.81891	0.999999	2035	3	-2.5084
RNGTTSMG1	9	1.1095e-05	6.7674e-05	0.002001	146	8	-2.8689	0.99233	0.99348	0.999999	3117	1	-2.8689
SMN1UPF3B	9	1.1186e-05	6.9968e-05	0.002013	147	9	-1.2714	0.99999	0.99999	0.999999	4217	0	-1.2714
RNGTTZC3H18	9	1.1201e-05	6.9968e-05	0.002013	148	6	-2.1509	0.026845	0.11325	0.478224	1023	3	-2.1509
SRSF11EXOSC2	9	1.1208e-05	6.9968e-05	0.002013	149	9	-2.824	0.99896	0.99894	0.999999	3671	0	-2.824
CPSF6DIS3	9	1.1224e-05	6.9968e-05	0.002013	150	9	-3.2684	0.99999	0.99999	0.999999	4216	0	-3.2684
CNOT7PTBP1	9	1.1451e-05	7.2262e-05	0.002065	151	9	-2.5808	0.99999	0.99999	0.999999	4215	0	-2.5808
HNRNPH1EXOSC1	9	1.1934e-05	7.4556e-05	0.002103	152	9	-4.6756	0.9997	0.9997	0.999999	3930	0	-4.6756
FIP1L1UPF3B	9	1.2542e-05	7.4556e-05	0.002103	153	9	-2.2256	0.99999	0.99999	0.999999	4214	0	-2.2256
FIP1L1PTBP1	9	1.2617e-05	7.685e-05	0.00214	154	9	-2.9307	0.99999	0.99999	0.999999	4213	0	-2.9307
FIP1L1IWS1	9	1.2784e-05	7.685e-05	0.00214	155	9	-2.506	0.99989	0.99988	0.999999	4066	0	-2.506
controlEXOSC8	72	1.293e-05	0.0003269	0.006384	156	49	-0.96282	0.99999	1.0	0.999999	4219	16	-0.96282
PAPOLAEXOSC2	9	1.3134e-05	8.3732e-05	0.002317	157	9	-2.1005	0.99999	0.99998	0.999999	4212	0	-2.1005
NCBP1DIS3L	9	1.3242e-05	8.6026e-05	0.002365	158	6	-3.228	0.6304	0.85526	0.999999	2134	3	-3.228
NUDT21THOC5	9	1.3571e-05	9.0614e-05	0.002475	159	9	-1.8412	0.99993	0.99992	0.999999	4115	0	-1.8412
CPSF2SRRT	9	1.4196e-05	9.5202e-05	0.002584	160	9	-2.4903	0.99895	0.99894	0.999999	3666	0	-2.4903
CSTF2TPABPN1	9	1.4716e-05	9.7496e-05	0.002597	161	9	-2.7484	0.99999	0.99998	0.999999	4210	0	-2.7484
HNRNPH1ZC3H3	9	1.4773e-05	9.7496e-05	0.002597	162	9	-3.6973	0.99999	0.99998	0.999999	4209	0	-3.6973
ELAC2TRA2B	9	1.5053e-05	9.7496e-05	0.002597	163	9	-2.5783	0.99998	0.99998	0.999999	4208	0	-2.5783
HNRNPH1NCBP1	9	1.5458e-05	0.00010438	0.002764	164	9	-4.0986	0.99998	0.99998	0.999999	4207	0	-4.0986
NCBP1THOC2	9	1.5662e-05	0.00010667	0.002807	165	7	-3.6894	0.96721	0.98701	0.999999	2926	2	-3.6894
CPSF2EXOSC2	9	1.6369e-05	0.000117	0.003053	166	9	-2.9837	0.99998	0.99998	0.999999	4206	0	-2.9837
RNGTTEXOSC1	9	1.648e-05	0.00011814	0.003053	167	7	-2.1221	0.51487	0.78254	0.999999	1963	2	-2.1221
CPSF6PTBP1	9	1.6612e-05	0.00011814	0.003053	168	9	-2.6718	0.99998	0.99998	0.999999	4205	0	-2.6718
HNRNPH1PAF1	9	1.7043e-05	0.00012732	0.003271	169	9	-4.5841	0.99998	0.99998	0.999999	4204	0	-4.5841
CPSF6NXF1	9	1.7273e-05	0.00013191	0.003365	170	9	-2.5262	0.99998	0.99998	0.999999	4203	0	-2.5262
PAPOLASRSF1	9	1.782e-05	0.00013649	0.003365	171	9	-2.558	0.99998	0.99998	0.999999	4202	0	-2.558
NUDT21EXOSC7	9	1.7967e-05	0.00013649	0.003365	172	8	-3.0232	0.99847	0.99841	0.999999	3565	0	-3.0232
NCBP1EXOSC3	9	1.7995e-05	0.00013649	0.003365	173	6	-4.1767	0.5981	0.83525	0.999999	2073	3	-4.1767
SRSF11EXOSC1	9	1.8663e-05	0.00013879	0.003365	174	7	-1.6148	0.99181	0.99318	0.999999	3100	1	-1.6148
CPSF6NRDE2	9	1.8688e-05	0.00013879	0.003365	175	9	-2.5104	0.99998	0.99998	0.999999	4200	0	-2.5104
CCNL2THOC2	9	1.8723e-05	0.00013879	0.003365	176	9	-2.0353	0.99998	0.99998	0.999999	4199	0	-2.0353
FIP1L1UPF2	9	1.8832e-05	0.00013879	0.003365	177	9	-2.5061	0.99995	0.99993	0.999999	4151	0	-2.5061
CPSF1EXOSC2	9	1.8949e-05	0.00013879	0.003365	178	9	-2.3525	0.99996	0.99995	0.999999	4166	0	-2.3525
RNGTTEXOSC8	9	1.8981e-05	0.00013879	0.003365	179	8	-2.0424	0.94165	0.97718	0.999999	2749	1	-2.0424
CPSF6ALYREF	9	2.0104e-05	0.00015255	0.003632	180	9	-2.6491	0.99998	0.99997	0.999999	4197	0	-2.6491
TP53PABPN1	9	2.0407e-05	0.00015255	0.003632	181	9	-2.9304	0.99992	0.99992	0.999999	4111	0	-2.9304
PAPOLASRRT	9	2.064e-05	0.00015255	0.003632	182	9	-1.7247	0.99998	0.99997	0.999999	4196	0	-1.7247
NCBP1ZC3H18	9	2.071e-05	0.00015485	0.003632	183	6	-2.7544	0.80191	0.92973	0.999999	2394	3	-2.7544
FIP1L1NCBP2	9	2.0851e-05	0.00015485	0.003632	184	8	-1.7927	0.99788	0.9978	0.999999	3474	0	-1.7927
NCBP1SKIV2L2	9	2.1008e-05	0.00015485	0.003632	185	7	-3.9687	0.64393	0.86342	0.999999	2158	2	-3.9687
SMN1EXOSC2	9	2.1534e-05	0.00015943	0.00372	186	9	-2.1553	0.99998	0.99997	0.999999	4193	0	-2.1553
HNRNPH1EXOSC5	9	2.2158e-05	0.00016632	0.003859	187	9	-4.9179	0.99998	0.99997	0.999999	4192	0	-4.9179
CPSF4PABPN1	9	2.2421e-05	0.0001709	0.003924	188	9	-2.8594	0.99998	0.99997	0.999999	4191	0	-2.8594
HNRNPH1HNRNPC	9	2.256e-05	0.0001709	0.003924	189	9	-3.5444	0.99998	0.99997	0.999999	4190	0	-3.5444
WDR33EXOSC2	9	2.2642e-05	0.0001732	0.003955	190	9	-2.5352	0.99968	0.99967	0.999999	3924	0	-2.5352
HNRNPH1SRSF1	9	2.3615e-05	0.00018926	0.004299	191	9	-4.0502	0.99998	0.99997	0.999999	4188	0	-4.0502
CDK11BNCBP1	9	2.468e-05	0.00019843	0.004484	192	8	-2.9013	0.95246	0.98078	0.999999	2796	1	-2.9013
CPSF3EXOSC8	9	2.6334e-05	0.0002099	0.004694	193	9	-1.6274	0.99997	0.99997	0.999999	4186	0	-1.6274
HNRNPH1EXOSC8	9	2.6868e-05	0.0002099	0.004694	194	9	-3.2645	0.99997	0.99997	0.999999	4185	0	-3.2645
NCBP1ZC3H3	9	2.7488e-05	0.0002122	0.004721	195	6	-2.5465	0.17919	0.44973	0.999999	1523	3	-2.5465
SRSF11EXOSC8	9	2.7795e-05	0.00021449	0.004747	196	9	-2.4807	0.99997	0.99997	0.999999	4184	0	-2.4807
CPSF1ALYREF	9	2.7998e-05	0.00021678	0.004774	197	9	-1.3991	0.99997	0.99997	0.999999	4183	0	-1.3991
TAF4EXOSC7	9	2.8521e-05	0.00021908	0.0048	198	5	-1.2572	0.48313	0.76212	0.999999	1924	4	-1.2572
HNRNPH1ALYREF	9	2.9364e-05	0.00023514	0.005126	199	9	-3.3283	0.99997	0.99996	0.999999	4182	0	-3.3283
RNGTTEXOSC2	9	2.9542e-05	0.00023743	0.00515	200	8	-2.0522	0.88703	0.96251	0.999999	2625	1	-2.0522
WDR33MDM2	9	2.9898e-05	0.00024202	0.005223	201	9	-2.8293	0.99997	0.99996	0.999999	4181	0	-2.8293
